Measurement ID;7710;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;;;;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];;;;;;;;;;;;
;;28/11/2022 05:59:12;7;DCH;111:34:47;07:42:00;3;1;EQUALIZACAO_4X_C20;2,028627;-0,247717;0;1,907262;1,907268;-1,907262;19,011115;42,898503;23,887389;3,910096;;;;;;;;;;;;
;;28/11/2022 06:01:12;7;DCH;111:36:47;07:44:00;3;1;EQUALIZACAO_4X_C20;2,028405;-0,247717;0;1,915517;1,915522;-1,915517;18,994371;42,898503;23,904133;3,92684;;;;;;;;;;;;
;;28/11/2022 06:03:12;7;DCH;111:38:46;07:45:59;3;1;EQUALIZACAO_4X_C20;2,028183;-0,247673;0;1,923778;1,923783;-1,923778;18,977615;42,898503;23,920889;3,943596;;;;;;;;;;;;
;;28/11/2022 06:05:12;7;DCH;111:40:46;07:47:59;3;1;EQUALIZACAO_4X_C20;2,02796;-0,247717;0;1,932032;1,932038;-1,932032;18,960874;42,898503;23,937629;3,960336;;;;;;;;;;;;
;;28/11/2022 06:07:12;7;DCH;111:42:46;07:50:00;3;1;EQUALIZACAO_4X_C20;2,027738;-0,247717;0;1,940291;1,940296;-1,940291;18,944127;42,898503;23,954377;3,977084;;;;;;;;;;;;
;;28/11/2022 06:09:12;7;DCH;111:44:46;07:52:00;3;1;EQUALIZACAO_4X_C20;2,027516;-0,247673;0;1,948552;1,948557;-1,948552;18,927376;42,898503;23,971128;3,993835;;;;;;;;;;;;
;;28/11/2022 06:11:12;7;DCH;111:46:46;07:54:00;3;1;EQUALIZACAO_4X_C20;2,027404;-0,247717;0;1,956805;1,956811;-1,956805;18,910643;42,898503;23,987861;4,010568;;;;;;;;;;;;
;;28/11/2022 06:13:12;7;DCH;111:48:46;07:56:00;3;1;EQUALIZACAO_4X_C20;2,027182;-0,247717;0;1,965063;1,965068;-1,965063;18,893902;42,898503;24,004601;4,027309;;;;;;;;;;;;
;;28/11/2022 06:15:12;7;DCH;111:50:47;07:58:00;3;1;EQUALIZACAO_4X_C20;2,02696;-0,247673;0;1,973322;1,973327;-1,973322;18,877162;42,898503;24,021342;4,044049;;;;;;;;;;;;
;;28/11/2022 06:17:12;7;DCH;111:52:46;08:00:00;3;1;EQUALIZACAO_4X_C20;2,026737;-0,247717;0;1,981569;1,981574;-1,981569;18,860446;42,898503;24,038057;4,060765;;;;;;;;;;;;
;;28/11/2022 06:19:12;7;DCH;111:54:47;08:02:00;3;1;EQUALIZACAO_4X_C20;2,026515;-0,247717;0;1,989827;1,989832;-1,989827;18,84371;42,898503;24,054794;4,077501;;;;;;;;;;;;
;;28/11/2022 06:21:12;7;DCH;111:56:46;08:03:59;3;1;EQUALIZACAO_4X_C20;2,026293;-0,247717;0;1,998076;1,998081;-1,998076;18,826994;42,898503;24,07151;4,094217;;;;;;;;;;;;
;;28/11/2022 06:23:12;7;DCH;111:58:47;08:06:00;3;1;EQUALIZACAO_4X_C20;2,026181;-0,247673;0;2,006348;2,006354;-2,006348;18,810232;42,898503;24,088272;4,110979;;;;;;;;;;;;
;;28/11/2022 06:25:12;7;DCH;112:00:46;08:08:00;3;1;EQUALIZACAO_4X_C20;2,025959;-0,247673;0;2,014592;2,014597;-2,014592;18,79353;42,898503;24,104973;4,127681;;;;;;;;;;;;
;;28/11/2022 06:27:12;7;DCH;112:02:46;08:10:00;3;1;EQUALIZACAO_4X_C20;2,025737;-0,247717;0;2,022848;2,022853;-2,022848;18,776804;42,898503;24,121699;4,144406;;;;;;;;;;;;
;;28/11/2022 06:29:12;7;DCH;112:04:47;08:12:00;3;1;EQUALIZACAO_4X_C20;2,025514;-0,247717;0;2,031111;2,031116;-2,031111;18,760067;42,898503;24,138436;4,161143;;;;;;;;;;;;
;;28/11/2022 06:31:12;7;DCH;112:06:46;08:13:59;3;1;EQUALIZACAO_4X_C20;2,025292;-0,247673;0;2,039356;2,039361;-2,039356;18,743367;42,898503;24,155136;4,177844;;;;;;;;;;;;
;;28/11/2022 06:33:12;7;DCH;112:08:46;08:16:00;3;1;EQUALIZACAO_4X_C20;2,025181;-0,247673;0;2,047626;2,047631;-2,047626;18,726619;42,898503;24,171884;4,194592;;;;;;;;;;;;
;;28/11/2022 06:35:12;7;DCH;112:10:46;08:17:59;3;1;EQUALIZACAO_4X_C20;2,024958;-0,247673;0;2,05588;2,055885;-2,05588;18,709905;42,898503;24,188598;4,211306;;;;;;;;;;;;
;;28/11/2022 06:37:12;7;DCH;112:12:46;08:20:00;3;1;EQUALIZACAO_4X_C20;2,024625;-0,247717;0;2,064132;2,064138;-2,064132;18,693195;42,898503;24,205308;4,228016;;;;;;;;;;;;
;;28/11/2022 06:39:12;7;DCH;112:14:47;08:22:00;3;1;EQUALIZACAO_4X_C20;2,024514;-0,247717;0;2,07239;2,072395;-2,07239;18,676477;42,898503;24,222026;4,244734;;;;;;;;;;;;
;;28/11/2022 06:41:12;7;DCH;112:16:47;08:24:00;3;1;EQUALIZACAO_4X_C20;2,024291;-0,247673;0;2,080651;2,080656;-2,080651;18,659754;42,898503;24,23875;4,261457;;;;;;;;;;;;
;;28/11/2022 06:43:12;7;DCH;112:18:46;08:25:59;3;1;EQUALIZACAO_4X_C20;2,024069;-0,247673;0;2,088898;2,088903;-2,088898;18,64306;42,898503;24,255444;4,278151;;;;;;;;;;;;
;;28/11/2022 06:45:12;7;DCH;112:20:46;08:28:00;3;1;EQUALIZACAO_4X_C20;2,023847;-0,247717;0;2,097155;2,09716;-2,097155;18,626348;42,898503;24,272155;4,294862;;;;;;;;;;;;
;;28/11/2022 06:47:12;7;DCH;112:22:47;08:30:00;3;1;EQUALIZACAO_4X_C20;2,023624;-0,247673;0;2,105414;2,10542;-2,105414;18,609633;42,898503;24,28887;4,311578;;;;;;;;;;;;
;;28/11/2022 06:49:12;7;DCH;112:24:46;08:32:00;3;1;EQUALIZACAO_4X_C20;2,023402;-0,247717;0;2,113676;2,113682;-2,113676;18,592915;42,898503;24,305589;4,328296;;;;;;;;;;;;
;;28/11/2022 06:51:12;7;DCH;112:26:46;08:34:00;3;1;EQUALIZACAO_4X_C20;2,02318;-0,247673;0;2,121924;2,12193;-2,121924;18,576226;42,898503;24,322277;4,344984;;;;;;;;;;;;
;;28/11/2022 06:53:12;7;DCH;112:28:47;08:36:00;3;1;EQUALIZACAO_4X_C20;2,023068;-0,247673;0;2,130195;2,130201;-2,130195;18,559493;42,898503;24,33901;4,361718;;;;;;;;;;;;
;;28/11/2022 06:55:12;7;DCH;112:30:46;08:38:00;3;1;EQUALIZACAO_4X_C20;2,022846;-0,247673;0;2,138451;2,138457;-2,138451;18,542792;42,898503;24,355712;4,378419;;;;;;;;;;;;
;;28/11/2022 06:57:12;7;DCH;112:32:47;08:40:00;3;1;EQUALIZACAO_4X_C20;2,022624;-0,247717;0;2,146702;2,146708;-2,146702;18,526102;42,898503;24,372401;4,395109;;;;;;;;;;;;
;;28/11/2022 06:59:12;7;DCH;112:34:46;08:42:00;3;1;EQUALIZACAO_4X_C20;2,022401;-0,247717;0;2,154964;2,15497;-2,154964;18,509392;42,898503;24,389112;4,411819;;;;;;;;;;;;
;;28/11/2022 07:01:12;7;DCH;112:36:46;08:44:00;3;1;EQUALIZACAO_4X_C20;2,02229;-0,247673;0;2,163208;2,163214;-2,163208;18,49272;42,898503;24,405783;4,42849;;;;;;;;;;;;
;;28/11/2022 07:03:12;7;DCH;112:38:46;08:45:59;3;1;EQUALIZACAO_4X_C20;2,022068;-0,247673;0;2,171473;2,171478;-2,171473;18,476008;42,898503;24,422496;4,445203;;;;;;;;;;;;
;;28/11/2022 07:05:12;7;DCH;112:40:47;08:48:00;3;1;EQUALIZACAO_4X_C20;2,021734;-0,247673;0;2,179728;2,179734;-2,179728;18,459317;42,898503;24,439187;4,461894;;;;;;;;;;;;
;;28/11/2022 07:07:12;7;DCH;112:42:47;08:50:00;3;1;EQUALIZACAO_4X_C20;2,021623;-0,247717;0;2,187993;2,187999;-2,187993;18,442607;42,898503;24,455897;4,478604;;;;;;;;;;;;
;;28/11/2022 07:09:12;7;DCH;112:44:46;08:51:59;3;1;EQUALIZACAO_4X_C20;2,021401;-0,247717;0;2,196243;2,196248;-2,196243;18,425931;42,898503;24,472572;4,49528;;;;;;;;;;;;
;;28/11/2022 07:11:12;7;DCH;112:46:47;08:54:00;3;1;EQUALIZACAO_4X_C20;2,021178;-0,247673;0;2,204504;2,20451;-2,204504;18,409232;42,898503;24,489272;4,511979;;;;;;;;;;;;
;;28/11/2022 07:13:12;7;DCH;112:48:46;08:56:00;3;1;EQUALIZACAO_4X_C20;2,020956;-0,247673;0;2,212748;2,212754;-2,212748;18,392571;42,898503;24,505933;4,52864;;;;;;;;;;;;
;;28/11/2022 07:15:12;7;DCH;112:50:47;08:58:00;3;1;EQUALIZACAO_4X_C20;2,020734;-0,247717;0;2,221009;2,221014;-2,221009;18,375877;42,898503;24,522627;4,545334;;;;;;;;;;;;
;;28/11/2022 07:17:12;7;DCH;112:52:46;09:00:00;3;1;EQUALIZACAO_4X_C20;2,020511;-0,247717;0;2,229269;2,229274;-2,229269;18,359187;42,898503;24,539317;4,562024;;;;;;;;;;;;
;;28/11/2022 07:19:12;7;DCH;112:54:47;09:02:00;3;1;EQUALIZACAO_4X_C20;2,0204;-0,247673;0;2,237522;2,237527;-2,237522;18,342512;42,898503;24,555992;4,578699;;;;;;;;;;;;
;;28/11/2022 07:21:12;7;DCH;112:56:47;09:04:00;3;1;EQUALIZACAO_4X_C20;2,020178;-0,247673;0;2,24578;2,245785;-2,24578;18,325828;42,898503;24,572676;4,595383;;;;;;;;;;;;
;;28/11/2022 07:23:12;7;DCH;112:58:46;09:05:59;3;1;EQUALIZACAO_4X_C20;2,019956;-0,247717;0;2,254038;2,254043;-2,254038;18,309147;42,898503;24,589357;4,612064;;;;;;;;;;;;
;;28/11/2022 07:25:12;7;DCH;113:00:46;09:08:00;3;1;EQUALIZACAO_4X_C20;2,019733;-0,247717;0;2,262286;2,262292;-2,262286;18,292486;42,898503;24,606018;4,628725;;;;;;;;;;;;
;;28/11/2022 07:27:12;7;DCH;113:02:47;09:10:00;3;1;EQUALIZACAO_4X_C20;2,019511;-0,247673;0;2,270556;2,270561;-2,270556;18,275785;42,898503;24,622719;4,645426;;;;;;;;;;;;
;;28/11/2022 07:29:12;7;DCH;113:04:47;09:12:00;3;1;EQUALIZACAO_4X_C20;2,019288;-0,247717;0;2,278803;2,278809;-2,278803;18,25913;42,898503;24,639373;4,662081;;;;;;;;;;;;
;;28/11/2022 07:31:12;7;DCH;113:06:47;09:14:00;3;1;EQUALIZACAO_4X_C20;2,019177;-0,247673;0;2,287059;2,287065;-2,287059;18,24246;42,898503;24,656044;4,678751;;;;;;;;;;;;
;;28/11/2022 07:33:12;7;DCH;113:08:46;09:16:00;3;1;EQUALIZACAO_4X_C20;2,018844;-0,247717;0;2,295313;2,295318;-2,295313;18,225795;42,898503;24,672709;4,695416;;;;;;;;;;;;
;;28/11/2022 07:35:12;7;DCH;113:10:46;09:17:59;3;1;EQUALIZACAO_4X_C20;2,018733;-0,247673;0;2,303578;2,303584;-2,303578;18,20911;42,898503;24,689394;4,712101;;;;;;;;;;;;
;;28/11/2022 07:37:12;7;DCH;113:12:46;09:20:00;3;1;EQUALIZACAO_4X_C20;2,01851;-0,247673;0;2,311833;2,311839;-2,311833;18,192446;42,898503;24,706057;4,728765;;;;;;;;;;;;
;;28/11/2022 07:39:12;7;DCH;113:14:47;09:22:00;3;1;EQUALIZACAO_4X_C20;2,018288;-0,247673;0;2,320087;2,320092;-2,320087;18,175787;42,898503;24,722716;4,745424;;;;;;;;;;;;
;;28/11/2022 07:41:12;7;DCH;113:16:46;09:24:00;3;1;EQUALIZACAO_4X_C20;2,018066;-0,247673;0;2,328343;2,328348;-2,328343;18,159125;42,898503;24,739378;4,762086;;;;;;;;;;;;
;;28/11/2022 07:43:12;7;DCH;113:18:46;09:26:00;3;1;EQUALIZACAO_4X_C20;2,017843;-0,247673;0;2,336596;2,336601;-2,336596;18,142471;42,898503;24,756032;4,77874;;;;;;;;;;;;
;;28/11/2022 07:45:12;7;DCH;113:20:47;09:28:00;3;1;EQUALIZACAO_4X_C20;2,017621;-0,247673;0;2,344864;2,344869;-2,344864;18,125788;42,898503;24,772715;4,795423;;;;;;;;;;;;
;;28/11/2022 07:47:12;7;DCH;113:22:46;09:30:00;3;1;EQUALIZACAO_4X_C20;2,017398;-0,247673;0;2,353108;2,353114;-2,353108;18,109154;42,898503;24,789349;4,812057;;;;;;;;;;;;
;;28/11/2022 07:49:12;7;DCH;113:24:47;09:32:00;3;1;EQUALIZACAO_4X_C20;2,017176;-0,247673;0;2,361379;2,361384;-2,361379;18,09247;42,898503;24,806033;4,82874;;;;;;;;;;;;
;;28/11/2022 07:51:12;7;DCH;113:26:47;09:34:00;3;1;EQUALIZACAO_4X_C20;2,017065;-0,247673;0;2,369633;2,369639;-2,369633;18,07582;42,898503;24,822683;4,845391;;;;;;;;;;;;
;;28/11/2022 07:53:12;7;DCH;113:28:46;09:36:00;3;1;EQUALIZACAO_4X_C20;2,016843;-0,247717;0;2,377885;2,377891;-2,377885;18,059177;42,898503;24,839327;4,862034;;;;;;;;;;;;
;;28/11/2022 07:55:12;7;DCH;113:30:46;09:37:59;3;1;EQUALIZACAO_4X_C20;2,01662;-0,247673;0;2,386133;2,386138;-2,386133;18,042544;42,898503;24,85596;4,878667;;;;;;;;;;;;
;;28/11/2022 07:57:12;7;DCH;113:32:46;09:40:00;3;1;EQUALIZACAO_4X_C20;2,016398;-0,247673;0;2,394397;2,394403;-2,394397;18,025878;42,898503;24,872625;4,895333;;;;;;;;;;;;
;;28/11/2022 07:59:12;7;DCH;113:34:46;09:41:59;3;1;EQUALIZACAO_4X_C20;2,016176;-0,247673;0;2,402644;2,40265;-2,402644;18,009251;42,898503;24,889253;4,91196;;;;;;;;;;;;
;;28/11/2022 08:01:12;7;DCH;113:36:46;09:44:00;3;1;EQUALIZACAO_4X_C20;2,015953;-0,247673;0;2,410914;2,41092;-2,410914;17,992578;42,898503;24,905926;4,928633;;;;;;;;;;;;
;;28/11/2022 08:03:12;7;DCH;113:38:46;09:46:00;3;1;EQUALIZACAO_4X_C20;2,015731;-0,247717;0;2,419168;2,419174;-2,419168;17,975938;42,898503;24,922565;4,945272;;;;;;;;;;;;
;;28/11/2022 08:05:12;7;DCH;113:40:47;09:48:00;3;1;EQUALIZACAO_4X_C20;2,015509;-0,247673;0;2,427425;2,42743;-2,427425;17,959296;42,898503;24,939207;4,961915;;;;;;;;;;;;
;;28/11/2022 08:07:12;7;DCH;113:42:47;09:50:00;3;1;EQUALIZACAO_4X_C20;2,015286;-0,247717;0;2,435686;2,435692;-2,435686;17,942646;42,898503;24,955857;4,978565;;;;;;;;;;;;
;;28/11/2022 08:09:12;7;DCH;113:44:47;09:52:00;3;1;EQUALIZACAO_4X_C20;2,015175;-0,247673;0;2,443935;2,443941;-2,443935;17,926023;42,898503;24,972481;4,995188;;;;;;;;;;;;
;;28/11/2022 08:11:12;7;DCH;113:46:46;09:54:00;3;1;EQUALIZACAO_4X_C20;2,014953;-0,247673;0;2,452189;2,452194;-2,452189;17,909392;42,898503;24,989112;5,011819;;;;;;;;;;;;
;;28/11/2022 08:13:12;7;DCH;113:48:47;09:56:00;3;1;EQUALIZACAO_4X_C20;2,01473;-0,247673;0;2,460443;2,460448;-2,460443;17,892761;42,898503;25,005742;5,028449;;;;;;;;;;;;
;;28/11/2022 08:15:12;7;DCH;113:50:46;09:58:00;3;1;EQUALIZACAO_4X_C20;2,014508;-0,247717;0;2,468704;2,46871;-2,468704;17,876118;42,898503;25,022386;5,045093;;;;;;;;;;;;
;;28/11/2022 08:17:12;7;DCH;113:52:46;10:00:00;3;1;EQUALIZACAO_4X_C20;2,014286;-0,247717;0;2,476967;2,476973;-2,476967;17,859473;42,898503;25,039031;5,061738;;;;;;;;;;;;
;;28/11/2022 08:19:12;7;DCH;113:54:47;10:02:00;3;1;EQUALIZACAO_4X_C20;2,014063;-0,247673;0;2,485217;2,485222;-2,485217;17,842857;42,898503;25,055647;5,078354;;;;;;;;;;;;
;;28/11/2022 08:21:12;7;DCH;113:56:46;10:04:00;3;1;EQUALIZACAO_4X_C20;2,013841;-0,247673;0;2,493467;2,493473;-2,493467;17,826241;42,898503;25,072263;5,09497;;;;;;;;;;;;
;;28/11/2022 08:23:12;7;DCH;113:58:46;10:06:00;3;1;EQUALIZACAO_4X_C20;2,013619;-0,247673;0;2,501725;2,501731;-2,501725;17,809612;42,898503;25,088892;5,111599;;;;;;;;;;;;
;;28/11/2022 08:25:12;7;DCH;114:00:46;10:08:00;3;1;EQUALIZACAO_4X_C20;2,013396;-0,247673;0;2,509983;2,509989;-2,509983;17,792984;42,898503;25,105519;5,128227;;;;;;;;;;;;
;;28/11/2022 08:27:12;7;DCH;114:02:47;10:10:00;3;1;EQUALIZACAO_4X_C20;2,013174;-0,247673;0;2,518244;2,518249;-2,518244;17,776353;42,898503;25,122151;5,144858;;;;;;;;;;;;
;;28/11/2022 08:29:12;7;DCH;114:04:47;10:12:00;3;1;EQUALIZACAO_4X_C20;2,012951;-0,247717;0;2,526501;2,526507;-2,526501;17,75973;42,898503;25,138774;5,161481;;;;;;;;;;;;
;;28/11/2022 08:31:12;7;DCH;114:06:46;10:14:00;3;1;EQUALIZACAO_4X_C20;2,01284;-0,247673;0;2,53476;2,534765;-2,53476;17,743106;42,898503;25,155397;5,178105;;;;;;;;;;;;
;;28/11/2022 08:33:12;7;DCH;114:08:47;10:16:00;3;1;EQUALIZACAO_4X_C20;2,012507;-0,247717;0;2,54302;2,543025;-2,54302;17,726481;42,898503;25,172023;5,19473;;;;;;;;;;;;
;;28/11/2022 08:35:12;7;DCH;114:10:46;10:18:00;3;1;EQUALIZACAO_4X_C20;2,012396;-0,247673;0;2,551265;2,55127;-2,551265;17,709889;42,898503;25,188615;5,211322;;;;;;;;;;;;
;;28/11/2022 08:37:12;7;DCH;114:12:47;10:20:00;3;1;EQUALIZACAO_4X_C20;2,012173;-0,247673;0;2,55953;2,559536;-2,55953;17,693256;42,898503;25,205247;5,227955;;;;;;;;;;;;
;;28/11/2022 08:39:12;7;DCH;114:14:47;10:22:00;3;1;EQUALIZACAO_4X_C20;2,011951;-0,247717;0;2,56779;2,567795;-2,56779;17,676638;42,898503;25,221866;5,244573;;;;;;;;;;;;
;;28/11/2022 08:41:12;7;DCH;114:16:47;10:24:00;3;1;EQUALIZACAO_4X_C20;2,011729;-0,247673;0;2,576042;2,576047;-2,576042;17,660036;42,898503;25,238468;5,261175;;;;;;;;;;;;
;;28/11/2022 08:43:12;7;DCH;114:18:47;10:26:00;3;1;EQUALIZACAO_4X_C20;2,011506;-0,247717;0;2,584305;2,584311;-2,584305;17,643412;42,898503;25,255091;5,277798;;;;;;;;;;;;
;;28/11/2022 08:45:12;7;DCH;114:20:47;10:28:00;3;1;EQUALIZACAO_4X_C20;2,011284;-0,247717;0;2,592552;2,592558;-2,592552;17,626825;42,898503;25,271679;5,294386;;;;;;;;;;;;
;;28/11/2022 08:47:12;7;DCH;114:22:46;10:29:59;3;1;EQUALIZACAO_4X_C20;2,011061;-0,247717;0;2,600801;2,600807;-2,600801;17,610234;42,898503;25,28827;5,310977;;;;;;;;;;;;
;;28/11/2022 08:49:12;7;DCH;114:24:47;10:32:00;3;1;EQUALIZACAO_4X_C20;2,01095;-0,247673;0;2,609064;2,60907;-2,609064;17,593617;42,898503;25,304886;5,327594;;;;;;;;;;;;
;;28/11/2022 08:51:12;7;DCH;114:26:47;10:34:00;3;1;EQUALIZACAO_4X_C20;2,010728;-0,247673;0;2,617322;2,617327;-2,617322;17,577013;42,898503;25,32149;5,344198;;;;;;;;;;;;
;;28/11/2022 08:53:12;7;DCH;114:28:47;10:36:00;3;1;EQUALIZACAO_4X_C20;2,010506;-0,247673;0;2,625576;2,625581;-2,625576;17,560418;42,898503;25,338086;5,360793;;;;;;;;;;;;
;;28/11/2022 08:55:12;7;DCH;114:30:46;10:37:59;3;1;EQUALIZACAO_4X_C20;2,010283;-0,247717;0;2,633837;2,633843;-2,633837;17,543809;42,898503;25,354694;5,377402;;;;;;;;;;;;
;;28/11/2022 08:57:12;7;DCH;114:32:46;10:40:00;3;1;EQUALIZACAO_4X_C20;2,010061;-0,247717;0;2,642093;2,642098;-2,642093;17,527214;42,898503;25,371289;5,393996;;;;;;;;;;;;
;;28/11/2022 08:59:12;7;DCH;114:34:46;10:42:00;3;1;EQUALIZACAO_4X_C20;2,009839;-0,247673;0;2,650356;2,650362;-2,650356;17,510606;42,898503;25,387898;5,410605;;;;;;;;;;;;
;;28/11/2022 09:01:12;7;DCH;114:36:46;10:43:59;3;1;EQUALIZACAO_4X_C20;2,009616;-0,247717;0;2,658606;2,658611;-2,658606;17,494026;42,898503;25,404477;5,427185;;;;;;;;;;;;
;;28/11/2022 09:03:12;7;DCH;114:38:46;10:46:00;3;1;EQUALIZACAO_4X_C20;2,009394;-0,247717;0;2,666853;2,666858;-2,666853;17,477454;42,898503;25,421049;5,443757;;;;;;;;;;;;
;;28/11/2022 09:05:12;7;DCH;114:40:47;10:48:00;3;1;EQUALIZACAO_4X_C20;2,009171;-0,247717;0;2,675114;2,67512;-2,675114;17,460854;42,898503;25,437649;5,460357;;;;;;;;;;;;
;;28/11/2022 09:07:12;7;DCH;114:42:47;10:50:00;3;1;EQUALIZACAO_4X_C20;2,008949;-0,247717;0;2,68337;2,683376;-2,68337;17,444267;42,898503;25,454236;5,476944;;;;;;;;;;;;
;;28/11/2022 09:09:12;7;DCH;114:44:47;10:52:00;3;1;EQUALIZACAO_4X_C20;2,008727;-0,247717;0;2,69164;2,691645;-2,69164;17,427655;42,898503;25,470848;5,493556;;;;;;;;;;;;
;;28/11/2022 09:11:12;7;DCH;114:46:46;10:54:00;3;1;EQUALIZACAO_4X_C20;2,008504;-0,247673;0;2,69989;2,699896;-2,69989;17,411082;42,898503;25,487421;5,510129;;;;;;;;;;;;
;;28/11/2022 09:13:12;7;DCH;114:48:46;10:56:00;3;1;EQUALIZACAO_4X_C20;2,008282;-0,247717;0;2,708147;2,708152;-2,708147;17,3945;42,898503;25,504004;5,526711;;;;;;;;;;;;
;;28/11/2022 09:15:12;7;DCH;114:50:47;10:58:00;3;1;EQUALIZACAO_4X_C20;2,008171;-0,247717;0;2,716409;2,716414;-2,716409;17,377908;42,898503;25,520596;5,543303;;;;;;;;;;;;
;;28/11/2022 09:17:12;7;DCH;114:52:47;11:00:00;3;1;EQUALIZACAO_4X_C20;2,007949;-0,247717;0;2,724664;2,72467;-2,724664;17,361331;42,898503;25,537172;5,55988;;;;;;;;;;;;
;;28/11/2022 09:19:12;7;DCH;114:54:46;11:02:00;3;1;EQUALIZACAO_4X_C20;2,007726;-0,247717;0;2,732915;2,73292;-2,732915;17,344766;42,898503;25,553738;5,576445;;;;;;;;;;;;
;;28/11/2022 09:21:12;7;DCH;114:56:47;11:04:00;3;1;EQUALIZACAO_4X_C20;2,007393;-0,247673;0;2,741169;2,741174;-2,741169;17,328195;42,898503;25,570308;5,593016;;;;;;;;;;;;
;;28/11/2022 09:23:12;7;DCH;114:58:47;11:06:00;3;1;EQUALIZACAO_4X_C20;2,007281;-0,247717;0;2,749425;2,74943;-2,749425;17,311622;42,898503;25,586881;5,609588;;;;;;;;;;;;
;;28/11/2022 09:25:12;7;DCH;115:00:46;11:07:59;3;1;EQUALIZACAO_4X_C20;2,007059;-0,247673;0;2,757683;2,757689;-2,757683;17,295046;42,898503;25,603457;5,626165;;;;;;;;;;;;
;;28/11/2022 09:27:12;7;DCH;115:02:47;11:10:00;3;1;EQUALIZACAO_4X_C20;2,006837;-0,247673;0;2,765935;2,765941;-2,765935;17,278485;42,898503;25,620018;5,642725;;;;;;;;;;;;
;;28/11/2022 09:29:12;7;DCH;115:04:46;11:11:59;3;1;EQUALIZACAO_4X_C20;2,006614;-0,247717;0;2,774185;2,774191;-2,774185;17,26193;42,898503;25,636574;5,659281;;;;;;;;;;;;
;;28/11/2022 09:31:12;7;DCH;115:06:46;11:14:00;3;1;EQUALIZACAO_4X_C20;2,006392;-0,247717;0;2,782445;2,78245;-2,782445;17,245357;42,898503;25,653147;5,675854;;;;;;;;;;;;
;;28/11/2022 09:33:12;7;DCH;115:08:46;11:16:00;3;1;EQUALIZACAO_4X_C20;2,00617;-0,247717;0;2,790712;2,790717;-2,790712;17,228771;42,898503;25,669732;5,69244;;;;;;;;;;;;
;;28/11/2022 09:35:12;7;DCH;115:10:46;11:18:00;3;1;EQUALIZACAO_4X_C20;2,005947;-0,247673;0;2,798963;2,798969;-2,798963;17,212218;42,898503;25,686285;5,708993;;;;;;;;;;;;
;;28/11/2022 09:37:12;7;DCH;115:12:47;11:20:00;3;1;EQUALIZACAO_4X_C20;2,005836;-0,247673;0;2,807222;2,807228;-2,807222;17,195652;42,898503;25,702852;5,725559;;;;;;;;;;;;
;;28/11/2022 09:39:12;7;DCH;115:14:46;11:22:00;3;1;EQUALIZACAO_4X_C20;2,005503;-0,247673;0;2,815485;2,815491;-2,815485;17,17908;42,898503;25,719424;5,742131;;;;;;;;;;;;
;;28/11/2022 09:41:12;7;DCH;115:16:47;11:24:00;3;1;EQUALIZACAO_4X_C20;2,005391;-0,247717;0;2,823733;2,823738;-2,823733;17,16254;42,898503;25,735964;5,758671;;;;;;;;;;;;
;;28/11/2022 09:43:12;7;DCH;115:18:46;11:26:00;3;1;EQUALIZACAO_4X_C20;2,005058;-0,247717;0;2,831985;2,83199;-2,831985;17,145992;42,898503;25,752511;5,775219;;;;;;;;;;;;
;;28/11/2022 09:45:12;7;DCH;115:20:47;11:28:00;3;1;EQUALIZACAO_4X_C20;2,004836;-0,247717;0;2,840255;2,840261;-2,840255;17,12941;42,898503;25,769093;5,791801;;;;;;;;;;;;
;;28/11/2022 09:47:12;7;DCH;115:22:46;11:30:00;3;1;EQUALIZACAO_4X_C20;2,004613;-0,247717;0;2,848502;2,848507;-2,848502;17,112878;42,898503;25,785626;5,808333;;;;;;;;;;;;
;;28/11/2022 09:49:12;7;DCH;115:24:46;11:32:00;3;1;EQUALIZACAO_4X_C20;2,004391;-0,247717;0;2,856767;2,856772;-2,856767;17,09631;42,898503;25,802193;5,8249;;;;;;;;;;;;
;;28/11/2022 09:51:12;7;DCH;115:26:47;11:34:00;3;1;EQUALIZACAO_4X_C20;2,00428;-0,247717;0;2,865027;2,865033;-2,865027;17,079753;42,898503;25,81875;5,841458;;;;;;;;;;;;
;;28/11/2022 09:53:12;7;DCH;115:28:46;11:36:00;3;1;EQUALIZACAO_4X_C20;2,003946;-0,247673;0;2,873267;2,873272;-2,873267;17,063241;42,898503;25,835263;5,85797;;;;;;;;;;;;
;;28/11/2022 09:55:12;7;DCH;115:30:47;11:38:00;3;1;EQUALIZACAO_4X_C20;2,003835;-0,247717;0;2,881536;2,881542;-2,881536;17,046669;42,898503;25,851834;5,874542;;;;;;;;;;;;
;;28/11/2022 09:57:12;7;DCH;115:32:46;11:40:00;3;1;EQUALIZACAO_4X_C20;2,003613;-0,247673;0;2,889784;2,889789;-2,889784;17,030144;42,898503;25,868359;5,891067;;;;;;;;;;;;
