Measurement ID;7710;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;;;;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];;;;;;;;;;;;
;;25/11/2022 23:47:05;7;DCH;57:22:42;01:12:00;2;1;EQUALIZACAO_4X_C20;2,061647;-0,25148;0;0,301754;0,301761;-0,301754;13,042353;23,719302;10,676948;0,621933;;;;;;;;;;;;
;;25/11/2022 23:49:05;7;DCH;57:24:42;01:14:00;2;1;EQUALIZACAO_4X_C20;2,061535;-0,251435;0;0,31014;0,310147;-0,31014;13,025065;23,719302;10,694237;0,639222;;;;;;;;;;;;
;;25/11/2022 23:51:05;7;DCH;57:26:42;01:16:00;2;1;EQUALIZACAO_4X_C20;2,061424;-0,25148;0;0,318518;0,318525;-0,318518;13,007793;23,719302;10,711509;0,656494;;;;;;;;;;;;
;;25/11/2022 23:53:05;7;DCH;57:28:42;01:18:00;2;1;EQUALIZACAO_4X_C20;2,061313;-0,25148;0;0,3269;0,326907;-0,3269;12,990514;23,719302;10,728787;0,673773;;;;;;;;;;;;
;;25/11/2022 23:55:05;7;DCH;57:30:42;01:20:00;2;1;EQUALIZACAO_4X_C20;2,061202;-0,25148;0;0,335283;0,33529;-0,335283;12,973235;23,719302;10,746066;0,691052;;;;;;;;;;;;
;;25/11/2022 23:57:05;7;DCH;57:32:42;01:22:00;2;1;EQUALIZACAO_4X_C20;2,061091;-0,25148;0;0,343672;0,343679;-0,343672;12,955945;23,719302;10,763357;0,708342;;;;;;;;;;;;
;;25/11/2022 23:59:05;7;DCH;57:34:42;01:24:00;2;1;EQUALIZACAO_4X_C20;2,060979;-0,25148;0;0,352045;0,352052;-0,352045;12,938687;23,719302;10,780615;0,7256;;;;;;;;;;;;
;;26/11/2022 00:01:05;7;DCH;57:36:42;01:26:00;2;1;EQUALIZACAO_4X_C20;2,060868;-0,251435;0;0,360427;0,360433;-0,360427;12,921414;23,719302;10,797888;0,742873;;;;;;;;;;;;
;;26/11/2022 00:03:05;7;DCH;57:38:42;01:28:00;2;1;EQUALIZACAO_4X_C20;2,060646;-0,251435;0;0,368818;0,368825;-0,368818;12,904122;23,719302;10,81518;0,760165;;;;;;;;;;;;
;;26/11/2022 00:05:05;7;DCH;57:40:42;01:30:00;2;1;EQUALIZACAO_4X_C20;2,060535;-0,251435;0;0,377198;0,377205;-0,377198;12,886853;23,719302;10,832449;0,777434;;;;;;;;;;;;
;;26/11/2022 00:07:05;7;DCH;57:42:42;01:31:59;2;1;EQUALIZACAO_4X_C20;2,060424;-0,25148;0;0,38558;0,385587;-0,38558;12,869582;23,719302;10,849719;0,794704;;;;;;;;;;;;
;;26/11/2022 00:09:05;7;DCH;57:44:42;01:34:00;2;1;EQUALIZACAO_4X_C20;2,060312;-0,25148;0;0,393957;0,393964;-0,393957;12,852323;23,719302;10,866978;0,811964;;;;;;;;;;;;
;;26/11/2022 00:11:05;7;DCH;57:46:42;01:36:00;2;1;EQUALIZACAO_4X_C20;2,06009;-0,25148;0;0,402336;0,402343;-0,402336;12,835059;23,719302;10,884242;0,829227;;;;;;;;;;;;
;;26/11/2022 00:13:05;7;DCH;57:48:42;01:38:00;2;1;EQUALIZACAO_4X_C20;2,059979;-0,251435;0;0,410712;0,410719;-0,410712;12,817805;23,719302;10,901497;0,846482;;;;;;;;;;;;
;;26/11/2022 00:15:05;7;DCH;57:50:42;01:39:59;2;1;EQUALIZACAO_4X_C20;2,059868;-0,251435;0;0,419111;0,419118;-0,419111;12,800504;23,719302;10,918797;0,863782;;;;;;;;;;;;
;;26/11/2022 00:17:05;7;DCH;57:52:42;01:42:00;2;1;EQUALIZACAO_4X_C20;2,059757;-0,251435;0;0,427483;0,42749;-0,427483;12,78326;23,719302;10,936041;0,881027;;;;;;;;;;;;
;;26/11/2022 00:19:05;7;DCH;57:54:42;01:44:00;2;1;EQUALIZACAO_4X_C20;2,059534;-0,251435;0;0,435864;0,435871;-0,435864;12,765998;23,719302;10,953304;0,898289;;;;;;;;;;;;
;;26/11/2022 00:21:05;7;DCH;57:56:42;01:46:00;2;1;EQUALIZACAO_4X_C20;2,059423;-0,25148;0;0,444249;0,444256;-0,444249;12,748729;23,719302;10,970573;0,915558;;;;;;;;;;;;
;;26/11/2022 00:23:05;7;DCH;57:58:42;01:48:00;2;1;EQUALIZACAO_4X_C20;2,059201;-0,251435;0;0,452639;0,452646;-0,452639;12,731452;23,719302;10,987849;0,932834;;;;;;;;;;;;
;;26/11/2022 00:25:05;7;DCH;58:00:42;01:50:00;2;1;EQUALIZACAO_4X_C20;2,059089;-0,25148;0;0,461007;0,461014;-0,461007;12,714221;23,719302;11,005081;0,950066;;;;;;;;;;;;
;;26/11/2022 00:27:05;7;DCH;58:02:42;01:52:00;2;1;EQUALIZACAO_4X_C20;2,058978;-0,251435;0;0,469391;0,469398;-0,469391;12,696958;23,719302;11,022344;0,967329;;;;;;;;;;;;
;;26/11/2022 00:29:05;7;DCH;58:04:42;01:54:00;2;1;EQUALIZACAO_4X_C20;2,058756;-0,251435;0;0,477782;0,477789;-0,477782;12,679682;23,719302;11,039619;0,984605;;;;;;;;;;;;
;;26/11/2022 00:31:05;7;DCH;58:06:42;01:56:00;2;1;EQUALIZACAO_4X_C20;2,058645;-0,25148;0;0,486155;0,486162;-0,486155;12,662444;23,719302;11,056858;1,001843;;;;;;;;;;;;
;;26/11/2022 00:33:05;7;DCH;58:08:42;01:57:59;2;1;EQUALIZACAO_4X_C20;2,058422;-0,25148;0;0,494536;0,494543;-0,494536;12,645192;23,719302;11,074109;1,019094;;;;;;;;;;;;
;;26/11/2022 00:35:05;7;DCH;58:10:42;02:00:00;2;1;EQUALIZACAO_4X_C20;2,058311;-0,251435;0;0,502932;0,502939;-0,502932;12,627909;23,719302;11,091393;1,036378;;;;;;;;;;;;
;;26/11/2022 00:37:05;7;DCH;58:12:42;02:02:00;2;1;EQUALIZACAO_4X_C20;2,0582;-0,251435;0;0,511313;0,51132;-0,511313;12,61066;23,719302;11,108642;1,053627;;;;;;;;;;;;
;;26/11/2022 00:39:05;7;DCH;58:14:42;02:03:59;2;1;EQUALIZACAO_4X_C20;2,057978;-0,25148;0;0,519689;0,519696;-0,519689;12,593421;23,719302;11,12588;1,070865;;;;;;;;;;;;
;;26/11/2022 00:41:05;7;DCH;58:16:42;02:06:00;2;1;EQUALIZACAO_4X_C20;2,057867;-0,251435;0;0,528077;0,528084;-0,528077;12,57616;23,719302;11,143142;1,088127;;;;;;;;;;;;
;;26/11/2022 00:43:05;7;DCH;58:18:42;02:08:00;2;1;EQUALIZACAO_4X_C20;2,057644;-0,25148;0;0,536452;0,536459;-0,536452;12,558926;23,719302;11,160376;1,105361;;;;;;;;;;;;
;;26/11/2022 00:45:05;7;DCH;58:20:42;02:10:00;2;1;EQUALIZACAO_4X_C20;2,057533;-0,25148;0;0,544844;0,544851;-0,544844;12,541658;23,719302;11,177644;1,122629;;;;;;;;;;;;
;;26/11/2022 00:47:05;7;DCH;58:22:42;02:12:00;2;1;EQUALIZACAO_4X_C20;2,057311;-0,25148;0;0,553222;0,553228;-0,553222;12,524423;23,719302;11,194879;1,139864;;;;;;;;;;;;
;;26/11/2022 00:49:05;7;DCH;58:24:42;02:14:00;2;1;EQUALIZACAO_4X_C20;2,057199;-0,251435;0;0,561596;0,561603;-0,561596;12,507195;23,719302;11,212107;1,157092;;;;;;;;;;;;
;;26/11/2022 00:51:05;7;DCH;58:26:42;02:16:00;2;1;EQUALIZACAO_4X_C20;2,056977;-0,251435;0;0,569978;0,569985;-0,569978;12,489952;23,719302;11,229349;1,174335;;;;;;;;;;;;
;;26/11/2022 00:53:05;7;DCH;58:28:42;02:18:00;2;1;EQUALIZACAO_4X_C20;2,056866;-0,251435;0;0,578362;0,578369;-0,578362;12,472707;23,719302;11,246595;1,19158;;;;;;;;;;;;
;;26/11/2022 00:55:05;7;DCH;58:30:42;02:20:00;2;1;EQUALIZACAO_4X_C20;2,056644;-0,251435;0;0,586737;0,586744;-0,586737;12,455483;23,719302;11,263819;1,208804;;;;;;;;;;;;
;;26/11/2022 00:57:05;7;DCH;58:32:42;02:22:00;2;1;EQUALIZACAO_4X_C20;2,056421;-0,25148;0;0,595126;0,595132;-0,595126;12,438231;23,719302;11,281071;1,226056;;;;;;;;;;;;
;;26/11/2022 00:59:05;7;DCH;58:34:42;02:24:00;2;1;EQUALIZACAO_4X_C20;2,05631;-0,251435;0;0,603507;0,603514;-0,603507;12,420995;23,719302;11,298307;1,243292;;;;;;;;;;;;
;;26/11/2022 01:01:05;7;DCH;58:36:42;02:26:00;2;1;EQUALIZACAO_4X_C20;2,056088;-0,251435;0;0,611882;0,611889;-0,611882;12,403773;23,719302;11,315528;1,260513;;;;;;;;;;;;
;;26/11/2022 01:03:05;7;DCH;58:38:42;02:28:00;2;1;EQUALIZACAO_4X_C20;2,055977;-0,25148;0;0,620275;0,620282;-0,620275;12,386517;23,719302;11,332785;1,27777;;;;;;;;;;;;
;;26/11/2022 01:05:05;7;DCH;58:40:42;02:30:00;2;1;EQUALIZACAO_4X_C20;2,055754;-0,25148;0;0,62866;0,628667;-0,62866;12,369278;23,719302;11,350023;1,295008;;;;;;;;;;;;
;;26/11/2022 01:07:05;7;DCH;58:42:42;02:32:00;2;1;EQUALIZACAO_4X_C20;2,055643;-0,25148;0;0,637035;0,637042;-0,637035;12,352063;23,719302;11,367238;1,312224;;;;;;;;;;;;
;;26/11/2022 01:09:05;7;DCH;58:44:42;02:34:00;2;1;EQUALIZACAO_4X_C20;2,055421;-0,25148;0;0,645417;0,645424;-0,645417;12,334833;23,719302;11,384469;1,329454;;;;;;;;;;;;
;;26/11/2022 01:11:05;7;DCH;58:46:42;02:36:00;2;1;EQUALIZACAO_4X_C20;2,055309;-0,251435;0;0,653798;0,653805;-0,653798;12,317607;23,719302;11,401694;1,34668;;;;;;;;;;;;
;;26/11/2022 01:13:05;7;DCH;58:48:42;02:38:00;2;1;EQUALIZACAO_4X_C20;2,055087;-0,251435;0;0,662176;0,662183;-0,662176;12,30039;23,719302;11,418912;1,363897;;;;;;;;;;;;
;;26/11/2022 01:15:05;7;DCH;58:50:42;02:40:00;2;1;EQUALIZACAO_4X_C20;2,054865;-0,25148;0;0,67056;0,670566;-0,67056;12,283161;23,719302;11,43614;1,381125;;;;;;;;;;;;
;;26/11/2022 01:17:05;7;DCH;58:52:42;02:42:00;2;1;EQUALIZACAO_4X_C20;2,054754;-0,25148;0;0,678945;0,678952;-0,678945;12,26593;23,719302;11,453372;1,398357;;;;;;;;;;;;
;;26/11/2022 01:19:05;7;DCH;58:54:42;02:44:00;2;1;EQUALIZACAO_4X_C20;2,054531;-0,251435;0;0,687336;0,687342;-0,687336;12,248691;23,719302;11,470611;1,415596;;;;;;;;;;;;
;;26/11/2022 01:21:05;7;DCH;58:56:42;02:46:00;2;1;EQUALIZACAO_4X_C20;2,05442;-0,251435;0;0,69571;0,695716;-0,69571;12,231487;23,719302;11,487815;1,4328;;;;;;;;;;;;
;;26/11/2022 01:23:05;7;DCH;58:58:42;02:48:00;2;1;EQUALIZACAO_4X_C20;2,054198;-0,25148;0;0,704083;0,70409;-0,704083;12,214285;23,719302;11,505017;1,450002;;;;;;;;;;;;
;;26/11/2022 01:25:05;7;DCH;59:00:42;02:50:00;2;1;EQUALIZACAO_4X_C20;2,053975;-0,25148;0;0,712479;0,712486;-0,712479;12,19704;23,719302;11,522262;1,467247;;;;;;;;;;;;
;;26/11/2022 01:27:05;7;DCH;59:02:42;02:52:00;2;1;EQUALIZACAO_4X_C20;2,053864;-0,25148;0;0,72085;0,720857;-0,72085;12,179846;23,719302;11,539455;1,484441;;;;;;;;;;;;
;;26/11/2022 01:29:05;7;DCH;59:04:42;02:54:00;2;1;EQUALIZACAO_4X_C20;2,053642;-0,25148;0;0,729238;0,729244;-0,729238;12,16262;23,719302;11,556682;1,501667;;;;;;;;;;;;
;;26/11/2022 01:31:05;7;DCH;59:06:42;02:56:00;2;1;EQUALIZACAO_4X_C20;2,053531;-0,251435;0;0,737616;0,737622;-0,737616;12,145415;23,719302;11,573886;1,518872;;;;;;;;;;;;
;;26/11/2022 01:33:05;7;DCH;59:08:42;02:57:59;2;1;EQUALIZACAO_4X_C20;2,053308;-0,251435;0;0,745997;0,746004;-0,745997;12,128205;23,719302;11,591097;1,536082;;;;;;;;;;;;
;;26/11/2022 01:35:05;7;DCH;59:10:42;03:00:00;2;1;EQUALIZACAO_4X_C20;2,053086;-0,25148;0;0,754393;0,7544;-0,754393;12,110967;23,719302;11,608335;1,55332;;;;;;;;;;;;
;;26/11/2022 01:37:05;7;DCH;59:12:42;03:02:00;2;1;EQUALIZACAO_4X_C20;2,052975;-0,251435;0;0,762763;0,76277;-0,762763;12,093783;23,719302;11,625518;1,570503;;;;;;;;;;;;
;;26/11/2022 01:39:05;7;DCH;59:14:42;03:04:00;2;1;EQUALIZACAO_4X_C20;2,052752;-0,25148;0;0,771156;0,771163;-0,771156;12,076553;23,719302;11,642749;1,587734;;;;;;;;;;;;
;;26/11/2022 01:41:05;7;DCH;59:16:42;03:06:00;2;1;EQUALIZACAO_4X_C20;2,05253;-0,25148;0;0,779538;0,779545;-0,779538;12,059348;23,719302;11,659954;1,604939;;;;;;;;;;;;
;;26/11/2022 01:43:05;7;DCH;59:18:42;03:08:00;2;1;EQUALIZACAO_4X_C20;2,052419;-0,25148;0;0,787921;0,787928;-0,787921;12,042142;23,719302;11,677159;1,622144;;;;;;;;;;;;
;;26/11/2022 01:45:05;7;DCH;59:20:42;03:10:00;2;1;EQUALIZACAO_4X_C20;2,052197;-0,251435;0;0,796302;0,796309;-0,796302;12,024942;23,719302;11,69436;1,639345;;;;;;;;;;;;
;;26/11/2022 01:47:05;7;DCH;59:22:42;03:12:00;2;1;EQUALIZACAO_4X_C20;2,051974;-0,25148;0;0,804668;0,804675;-0,804668;12,007774;23,719302;11,711528;1,656513;;;;;;;;;;;;
;;26/11/2022 01:49:05;7;DCH;59:24:42;03:14:00;2;1;EQUALIZACAO_4X_C20;2,051863;-0,251435;0;0,813052;0,813059;-0,813052;11,990572;23,719302;11,72873;1,673715;;;;;;;;;;;;
;;26/11/2022 01:51:05;7;DCH;59:26:42;03:16:00;2;1;EQUALIZACAO_4X_C20;2,051641;-0,251435;0;0,821439;0,821446;-0,821439;11,973363;23,719302;11,745939;1,690924;;;;;;;;;;;;
;;26/11/2022 01:53:05;7;DCH;59:28:42;03:18:00;2;1;EQUALIZACAO_4X_C20;2,051418;-0,251435;0;0,829814;0,82982;-0,829814;11,956182;23,719302;11,763119;1,708104;;;;;;;;;;;;
;;26/11/2022 01:55:05;7;DCH;59:30:42;03:20:00;2;1;EQUALIZACAO_4X_C20;2,051307;-0,25148;0;0,838213;0,83822;-0,838213;11,938951;23,719302;11,78035;1,725335;;;;;;;;;;;;
;;26/11/2022 01:57:05;7;DCH;59:32:42;03:21:59;2;1;EQUALIZACAO_4X_C20;2,051085;-0,25148;0;0,846586;0,846593;-0,846586;11,921777;23,719302;11,797524;1,74251;;;;;;;;;;;;
;;26/11/2022 01:59:05;7;DCH;59:34:42;03:24:00;2;1;EQUALIZACAO_4X_C20;2,050862;-0,251435;0;0,854974;0,854981;-0,854974;11,904574;23,719302;11,814727;1,759712;;;;;;;;;;;;
;;26/11/2022 02:01:05;7;DCH;59:36:42;03:26:00;2;1;EQUALIZACAO_4X_C20;2,050751;-0,251435;0;0,863348;0,863355;-0,863348;11,8874;23,719302;11,831901;1,776886;;;;;;;;;;;;
;;26/11/2022 02:03:05;7;DCH;59:38:42;03:28:00;2;1;EQUALIZACAO_4X_C20;2,050529;-0,251435;0;0,871721;0,871728;-0,871721;11,87023;23,719302;11,849071;1,794056;;;;;;;;;;;;
;;26/11/2022 02:05:05;7;DCH;59:40:42;03:30:00;2;1;EQUALIZACAO_4X_C20;2,050307;-0,25148;0;0,880121;0,880128;-0,880121;11,853007;23,719302;11,866295;1,81128;;;;;;;;;;;;
;;26/11/2022 02:07:05;7;DCH;59:42:42;03:32:00;2;1;EQUALIZACAO_4X_C20;2,050195;-0,251435;0;0,888505;0,888512;-0,888505;11,835817;23,719302;11,883484;1,82847;;;;;;;;;;;;
;;26/11/2022 02:09:05;7;DCH;59:44:42;03:34:00;2;1;EQUALIZACAO_4X_C20;2,049973;-0,25148;0;0,89688;0,896887;-0,89688;11,818648;23,719302;11,900654;1,845639;;;;;;;;;;;;
;;26/11/2022 02:11:05;7;DCH;59:46:42;03:35:59;2;1;EQUALIZACAO_4X_C20;2,049751;-0,251435;0;0,905261;0,905268;-0,905261;11,801468;23,719302;11,917834;1,862819;;;;;;;;;;;;
;;26/11/2022 02:13:05;7;DCH;59:48:42;03:38:00;2;1;EQUALIZACAO_4X_C20;2,049528;-0,25148;0;0,913638;0,913645;-0,913638;11,784298;23,719302;11,935003;1,879988;;;;;;;;;;;;
;;26/11/2022 02:15:05;7;DCH;59:50:42;03:40:00;2;1;EQUALIZACAO_4X_C20;2,049417;-0,25148;0;0,922029;0,922036;-0,922029;11,767102;23,719302;11,9522;1,897185;;;;;;;;;;;;
;;26/11/2022 02:17:05;7;DCH;59:52:42;03:42:00;2;1;EQUALIZACAO_4X_C20;2,049195;-0,251435;0;0,930401;0,930408;-0,930401;11,749944;23,719302;11,969357;1,914342;;;;;;;;;;;;
;;26/11/2022 02:19:05;7;DCH;59:54:42;03:44:00;2;1;EQUALIZACAO_4X_C20;2,049084;-0,251435;0;0,938792;0,938799;-0,938792;11,73275;23,719302;11,986552;1,931537;;;;;;;;;;;;
;;26/11/2022 02:21:05;7;DCH;59:56:42;03:45:59;2;1;EQUALIZACAO_4X_C20;2,048861;-0,251435;0;0,947172;0,947179;-0,947172;11,715581;23,719302;12,00372;1,948706;;;;;;;;;;;;
;;26/11/2022 02:23:05;7;DCH;59:58:42;03:48:00;2;1;EQUALIZACAO_4X_C20;2,048639;-0,251435;0;0,955554;0,955561;-0,955554;11,698408;23,719302;12,020893;1,965878;;;;;;;;;;;;
;;26/11/2022 02:25:05;7;DCH;60:00:42;03:50:00;2;1;EQUALIZACAO_4X_C20;2,048528;-0,251435;0;0,96393;0,963937;-0,96393;11,681249;23,719302;12,038052;1,983037;;;;;;;;;;;;
;;26/11/2022 02:27:05;7;DCH;60:02:42;03:52:00;2;1;EQUALIZACAO_4X_C20;2,048305;-0,25148;0;0,972318;0,972325;-0,972318;11,664067;23,719302;12,055234;2,000219;;;;;;;;;;;;
;;26/11/2022 02:29:05;7;DCH;60:04:42;03:54:00;2;1;EQUALIZACAO_4X_C20;2,048194;-0,25148;0;0,980696;0,980703;-0,980696;11,646908;23,719302;12,072394;2,017379;;;;;;;;;;;;
;;26/11/2022 02:31:05;7;DCH;60:06:42;03:56:00;2;1;EQUALIZACAO_4X_C20;2,047972;-0,251435;0;0,989084;0,989091;-0,989084;11,62973;23,719302;12,089571;2,034557;;;;;;;;;;;;
;;26/11/2022 02:33:05;7;DCH;60:08:42;03:58:00;2;1;EQUALIZACAO_4X_C20;2,04775;-0,251435;0;0,997469;0,997476;-0,997469;11,612558;23,719302;12,106743;2,051729;;;;;;;;;;;;
;;26/11/2022 02:35:05;7;DCH;60:10:42;04:00:00;2;1;EQUALIZACAO_4X_C20;2,047527;-0,251435;0;1,00585;1,005856;-1,00585;11,595399;23,719302;12,123903;2,068888;;;;;;;;;;;;
;;26/11/2022 02:37:05;7;DCH;60:12:42;04:02:00;2;1;EQUALIZACAO_4X_C20;2,047305;-0,251435;0;1,014221;1,014228;-1,014221;11,57826;23,719302;12,141042;2,086027;;;;;;;;;;;;
;;26/11/2022 02:39:05;7;DCH;60:14:42;04:04:00;2;1;EQUALIZACAO_4X_C20;2,047082;-0,25148;0;1,022597;1,022603;-1,022597;11,561112;23,719302;12,158189;2,103174;;;;;;;;;;;;
;;26/11/2022 02:41:05;7;DCH;60:16:42;04:06:00;2;1;EQUALIZACAO_4X_C20;2,046971;-0,25148;0;1,030986;1,030993;-1,030986;11,543939;23,719302;12,175363;2,120348;;;;;;;;;;;;
;;26/11/2022 02:43:05;7;DCH;60:18:42;04:08:00;2;1;EQUALIZACAO_4X_C20;2,046749;-0,251435;0;1,039376;1,039383;-1,039376;11,526765;23,719302;12,192536;2,137522;;;;;;;;;;;;
;;26/11/2022 02:45:05;7;DCH;60:20:42;04:10:00;2;1;EQUALIZACAO_4X_C20;2,046527;-0,25148;0;1,047745;1,047752;-1,047745;11,509637;23,719302;12,209665;2,15465;;;;;;;;;;;;
;;26/11/2022 02:47:05;7;DCH;60:22:42;04:12:00;2;1;EQUALIZACAO_4X_C20;2,046415;-0,251435;0;1,056126;1,056133;-1,056126;11,492485;23,719302;12,226816;2,171802;;;;;;;;;;;;
;;26/11/2022 02:49:05;7;DCH;60:24:42;04:14:00;2;1;EQUALIZACAO_4X_C20;2,046193;-0,251435;0;1,064513;1,064519;-1,064513;11,475325;23,719302;12,243977;2,188962;;;;;;;;;;;;
;;26/11/2022 02:51:05;7;DCH;60:26:42;04:16:00;2;1;EQUALIZACAO_4X_C20;2,045971;-0,251435;0;1,072897;1,072904;-1,072897;11,458169;23,719302;12,261132;2,206118;;;;;;;;;;;;
;;26/11/2022 02:53:05;7;DCH;60:28:42;04:18:00;2;1;EQUALIZACAO_4X_C20;2,045748;-0,251435;0;1,081275;1,081282;-1,081275;11,441029;23,719302;12,278273;2,223258;;;;;;;;;;;;
;;26/11/2022 02:55:05;7;DCH;60:30:42;04:20:00;2;1;EQUALIZACAO_4X_C20;2,045526;-0,251435;0;1,089667;1,089673;-1,089667;11,423863;23,719302;12,295438;2,240424;;;;;;;;;;;;
;;26/11/2022 02:57:05;7;DCH;60:32:42;04:22:00;2;1;EQUALIZACAO_4X_C20;2,045415;-0,251435;0;1,098042;1,098049;-1,098042;11,406731;23,719302;12,312571;2,257556;;;;;;;;;;;;
;;26/11/2022 02:59:05;7;DCH;60:34:42;04:24:00;2;1;EQUALIZACAO_4X_C20;2,045192;-0,25148;0;1,106429;1,106436;-1,106429;11,389577;23,719302;12,329724;2,274709;;;;;;;;;;;;
;;26/11/2022 03:01:05;7;DCH;60:36:42;04:26:00;2;1;EQUALIZACAO_4X_C20;2,045081;-0,25148;0;1,114806;1,114813;-1,114806;11,372446;23,719302;12,346856;2,291841;;;;;;;;;;;;
;;26/11/2022 03:03:05;7;DCH;60:38:42;04:27:59;2;1;EQUALIZACAO_4X_C20;2,044859;-0,25148;0;1,123179;1,123186;-1,123179;11,355323;23,719302;12,363978;2,308963;;;;;;;;;;;;
;;26/11/2022 03:05:05;7;DCH;60:40:42;04:30:00;2;1;EQUALIZACAO_4X_C20;2,044637;-0,251435;0;1,131573;1,131579;-1,131573;11,338161;23,719302;12,381141;2,326126;;;;;;;;;;;;
;;26/11/2022 03:07:05;7;DCH;60:42:42;04:32:00;2;1;EQUALIZACAO_4X_C20;2,044414;-0,25148;0;1,139954;1,13996;-1,139954;11,321026;23,719302;12,398276;2,343261;;;;;;;;;;;;
;;26/11/2022 03:09:05;7;DCH;60:44:42;04:34:00;2;1;EQUALIZACAO_4X_C20;2,044303;-0,25148;0;1,148333;1,14834;-1,148333;11,303895;23,719302;12,415407;2,360392;;;;;;;;;;;;
;;26/11/2022 03:11:05;7;DCH;60:46:42;04:35:59;2;1;EQUALIZACAO_4X_C20;2,044081;-0,251435;0;1,156716;1,156723;-1,156716;11,286758;23,719302;12,432543;2,377529;;;;;;;;;;;;
;;26/11/2022 03:13:05;7;DCH;60:48:42;04:38:00;2;1;EQUALIZACAO_4X_C20;2,043858;-0,25148;0;1,165104;1,165111;-1,165104;11,269614;23,719302;12,449688;2,394673;;;;;;;;;;;;
;;26/11/2022 03:15:05;7;DCH;60:50:42;04:40:00;2;1;EQUALIZACAO_4X_C20;2,043636;-0,25148;0;1,173486;1,173493;-1,173486;11,252483;23,719302;12,466818;2,411803;;;;;;;;;;;;
;;26/11/2022 03:17:05;7;DCH;60:52:42;04:42:00;2;1;EQUALIZACAO_4X_C20;2,043414;-0,25148;0;1,181872;1,181879;-1,181872;11,235346;23,719302;12,483955;2,42894;;;;;;;;;;;;
;;26/11/2022 03:19:05;7;DCH;60:54:42;04:43:59;2;1;EQUALIZACAO_4X_C20;2,043302;-0,25148;0;1,190238;1,190245;-1,190238;11,218251;23,719302;12,50105;2,446036;;;;;;;;;;;;
;;26/11/2022 03:21:05;7;DCH;60:56:42;04:46:00;2;1;EQUALIZACAO_4X_C20;2,04308;-0,251435;0;1,19863;1,198637;-1,19863;11,201106;23,719302;12,518196;2,463181;;;;;;;;;;;;
;;26/11/2022 03:23:05;7;DCH;60:58:42;04:47:59;2;1;EQUALIZACAO_4X_C20;2,042858;-0,251435;0;1,20701;1,207017;-1,20701;11,183985;23,719302;12,535317;2,480302;;;;;;;;;;;;
;;26/11/2022 03:25:05;7;DCH;61:00:42;04:49:59;2;1;EQUALIZACAO_4X_C20;2,042747;-0,25148;0;1,21539;1,215397;-1,21539;11,166866;23,719302;12,552436;2,497421;;;;;;;;;;;;
;;26/11/2022 03:27:05;7;DCH;61:02:42;04:52:00;2;1;EQUALIZACAO_4X_C20;2,042524;-0,25148;0;1,223767;1,223774;-1,223767;11,149756;23,719302;12,569545;2,51453;;;;;;;;;;;;
;;26/11/2022 03:29:05;7;DCH;61:04:42;04:54:00;2;1;EQUALIZACAO_4X_C20;2,042302;-0,25148;0;1,232161;1,232167;-1,232161;11,132613;23,719302;12,586688;2,531674;;;;;;;;;;;;
;;26/11/2022 03:31:05;7;DCH;61:06:42;04:56:00;2;1;EQUALIZACAO_4X_C20;2,04208;-0,25148;0;1,240541;1,240548;-1,240541;11,115498;23,719302;12,603803;2,548788;;;;;;;;;;;;
;;26/11/2022 03:33:05;7;DCH;61:08:42;04:58:00;2;1;EQUALIZACAO_4X_C20;2,041857;-0,251435;0;1,248924;1,24893;-1,248924;11,098381;23,719302;12,62092;2,565906;;;;;;;;;;;;
;;26/11/2022 03:35:05;7;DCH;61:10:42;05:00:00;2;1;EQUALIZACAO_4X_C20;2,041746;-0,25148;0;1,257301;1,257308;-1,257301;11,081275;23,719302;12,638026;2,583011;;;;;;;;;;;;
;;26/11/2022 03:37:05;7;DCH;61:12:42;05:02:00;2;1;EQUALIZACAO_4X_C20;2,041524;-0,25148;0;1,265692;1,265698;-1,265692;11,064146;23,719302;12,655155;2,600141;;;;;;;;;;;;
;;26/11/2022 03:39:05;7;DCH;61:14:42;05:04:00;2;1;EQUALIZACAO_4X_C20;2,041301;-0,251435;0;1,274072;1,274079;-1,274072;11,047037;23,719302;12,672264;2,61725;;;;;;;;;;;;
;;26/11/2022 03:41:05;7;DCH;61:16:42;05:06:00;2;1;EQUALIZACAO_4X_C20;2,041079;-0,25148;0;1,282442;1,282449;-1,282442;11,029954;23,719302;12,689348;2,634333;;;;;;;;;;;;
;;26/11/2022 03:43:05;7;DCH;61:18:42;05:08:00;2;1;EQUALIZACAO_4X_C20;2,040968;-0,251435;0;1,290829;1,290835;-1,290829;11,012836;23,719302;12,706466;2,651451;;;;;;;;;;;;
;;26/11/2022 03:45:05;7;DCH;61:20:42;05:10:00;2;1;EQUALIZACAO_4X_C20;2,040745;-0,25148;0;1,299208;1,299214;-1,299208;10,995736;23,719302;12,723566;2,668551;;;;;;;;;;;;
