Measurement ID;7609;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;;;;;;;;;
;;20/11/2022 12:58:42;8;CHA;44:28:38;17:14:59;1;1;EQUALIZACAO_4X_C20;2,669907;0,115361;8,015856;4,803789;8,015873;3,212067;12,762137;22,319821;9,557684;19,559914;;;;;;;;;;;;
;;20/11/2022 13:13:42;8;CHA;44:43:38;17:29:59;1;1;EQUALIZACAO_4X_C20;2,669907;0,115406;8,044726;4,803789;8,044743;3,240937;12,839218;22,396902;9,557684;19,636995;;;;;;;;;;;;
;;20/11/2022 13:28:42;8;CHA;44:58:38;17:45:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,115226;8,073549;4,803789;8,073566;3,26976;12,916174;22,473858;9,557684;19,713951;;;;;;;;;;;;
;;20/11/2022 13:43:42;8;CHA;45:13:38;18:00:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,114957;8,102334;4,803789;8,102352;3,298546;12,993031;22,550715;9,557684;19,790808;;;;;;;;;;;;
;;20/11/2022 13:58:42;8;CHA;45:28:38;18:15:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,114687;8,131078;4,803789;8,131095;3,327289;13,069774;22,627458;9,557684;19,867551;;;;;;;;;;;;
;;20/11/2022 14:13:42;8;CHA;45:43:38;18:30:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,115002;8,159757;4,803789;8,159775;3,355968;13,146348;22,704032;9,557684;19,944125;;;;;;;;;;;;
;;20/11/2022 14:28:42;8;CHA;45:58:38;18:44:59;1;1;EQUALIZACAO_4X_C20;2,670018;0,114283;8,188356;4,803789;8,188373;3,384567;13,222705;22,780389;9,557684;20,020482;;;;;;;;;;;;
;;20/11/2022 14:43:42;8;CHA;46:13:38;19:00:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,113834;8,216905;4,803789;8,216923;3,413117;13,298932;22,856616;9,557684;20,096709;;;;;;;;;;;;
;;20/11/2022 14:58:42;8;CHA;46:28:38;19:15:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,11343;8,245374;4,803789;8,245391;3,441585;13,374941;22,932625;9,557684;20,172718;;;;;;;;;;;;
;;20/11/2022 15:13:42;8;CHA;46:43:38;19:30:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,113475;8,273746;4,803789;8,273764;3,469958;13,450695;23,008379;9,557684;20,248472;;;;;;;;;;;;
;;20/11/2022 15:28:42;8;CHA;46:58:38;19:44:59;1;1;EQUALIZACAO_4X_C20;2,670018;0,113071;8,302041;4,803789;8,302058;3,498252;13,52624;23,083924;9,557684;20,324017;;;;;;;;;;;;
;;20/11/2022 15:43:42;8;CHA;47:13:38;20:00:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,112218;8,3302;4,803789;8,330217;3,526411;13,601424;23,159108;9,557684;20,399201;;;;;;;;;;;;
;;20/11/2022 15:58:42;8;CHA;47:28:38;20:15:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,111903;8,358234;4,803789;8,358251;3,554445;13,676272;23,233956;9,557684;20,47405;;;;;;;;;;;;
;;20/11/2022 16:13:42;8;CHA;47:43:38;20:29:59;1;1;EQUALIZACAO_4X_C20;2,669907;0,11132;8,386124;4,803789;8,386141;3,582335;13,750738;23,308422;9,557684;20,548515;;;;;;;;;;;;
;;20/11/2022 16:28:42;8;CHA;47:58:38;20:45:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,110781;8,413852;4,803789;8,413869;3,610063;13,824772;23,382456;9,557684;20,622549;;;;;;;;;;;;
;;20/11/2022 16:43:42;8;CHA;48:13:38;21:00:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,110017;8,441446;4,803789;8,441464;3,637658;13,898448;23,456132;9,557684;20,696225;;;;;;;;;;;;
;;20/11/2022 16:58:42;8;CHA;48:28:38;21:15:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,109703;8,468898;4,803789;8,468915;3,665109;13,971742;23,529426;9,557684;20,769519;;;;;;;;;;;;
;;20/11/2022 17:13:42;8;CHA;48:43:38;21:30:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,10885;8,496203;4,803789;8,49622;3,692414;14,044646;23,60233;9,557684;20,842423;;;;;;;;;;;;
;;20/11/2022 17:28:42;8;CHA;48:58:38;21:44:59;1;1;EQUALIZACAO_4X_C20;2,670018;0,108266;8,523357;4,803789;8,523374;3,719568;14,117146;23,67483;9,557684;20,914923;;;;;;;;;;;;
;;20/11/2022 17:43:42;8;CHA;49:13:38;22:00:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,107592;8,550324;4,803789;8,550342;3,746535;14,189148;23,746832;9,557684;20,986925;;;;;;;;;;;;
;;20/11/2022 17:58:42;8;CHA;49:28:38;22:15:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,107054;8,577113;4,803789;8,57713;3,773324;14,260673;23,818357;9,557684;21,05845;;;;;;;;;;;;
;;20/11/2022 18:13:42;8;CHA;49:43:38;22:30:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,106111;8,603706;4,803789;8,603724;3,799918;14,331676;23,88936;9,557684;21,129453;;;;;;;;;;;;
;;20/11/2022 18:28:42;8;CHA;49:58:38;22:45:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,105347;8,630083;4,803789;8,630101;3,826295;14,402101;23,959785;9,557684;21,199879;;;;;;;;;;;;
;;20/11/2022 18:43:42;8;CHA;50:13:38;23:00:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,104269;8,656256;4,803789;8,656273;3,852467;14,471981;24,029665;9,557684;21,269758;;;;;;;;;;;;
;;20/11/2022 18:58:42;8;CHA;50:28:38;23:15:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,103551;8,682218;4,803789;8,682236;3,87843;14,5413;24,098984;9,557684;21,339077;;;;;;;;;;;;
;;20/11/2022 19:13:42;8;CHA;50:43:38;23:29:59;1;1;EQUALIZACAO_4X_C20;2,669907;0,102473;8,707982;4,803789;8,708;3,904193;14,610089;24,167773;9,557684;21,407866;;;;;;;;;;;;
;;20/11/2022 19:28:42;8;CHA;50:58:38;23:45:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,101845;8,733539;4,803789;8,733557;3,929751;14,678326;24,23601;9,557684;21,476103;;;;;;;;;;;;
;;20/11/2022 19:43:42;8;CHA;51:13:38;24:00:00;1;1;EQUALIZACAO_4X_C20;2,670018;0,101081;8,758878;4,803789;8,758895;3,955089;14,745979;24,303663;9,557684;21,543756;;;;;;;;;;;;
;;20/11/2022 19:43:42;8;CHA;51:13:38;24:00:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,101081;8,758878;4,803789;8,758895;3,955089;14,745979;24,303663;9,557684;21,543756;;;;;;;;;;;;
;;20/11/2022 19:43:42;8;CHA;51:13:38;24:00:00;1;1;EQUALIZACAO_4X_C20;2,669907;0,101081;;;;;;;;;;;;;;;;;;;;
;;20/11/2022 19:43:42;9;PAU;51:13:39;00:00:00;1;1;EQUALIZACAO_4X_C20;2,669907;0;;;;;;;;;;;;;;;;;;;;
;;20/11/2022 19:43:42;9;PAU;51:13:39;00:00:00;1;1;EQUALIZACAO_4X_C20;2,669907;0;8,758885;4,803789;0,000007;3,955097;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 20:43:42;9;PAU;52:13:39;01:00:00;1;1;EQUALIZACAO_4X_C20;2,15347;0;8,758885;4,803789;0,000007;3,955097;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 21:43:42;9;PAU;53:13:39;02:00:00;1;1;EQUALIZACAO_4X_C20;2,116225;0;8,758885;4,803789;0,000007;3,955097;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 22:43:42;9;PAU;54:13:39;03:00:00;1;1;EQUALIZACAO_4X_C20;2,091653;0;8,758885;4,803789;0,000007;3,955097;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 23:43:42;9;PAU;55:13:39;04:00:00;1;1;EQUALIZACAO_4X_C20;2,079979;0;8,758885;4,803789;0,000007;3,955097;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 23:43:42;9;PAU;55:13:39;04:00:00;1;1;EQUALIZACAO_4X_C20;2,079979;0;8,758885;4,803789;0,000007;3,955097;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 23:43:42;9;PAU;55:13:39;04:00:00;1;1;EQUALIZACAO_4X_C20;2,079979;0;;;;;;;;;;;;;;;;;;;;
;;20/11/2022 23:43:42;10;PAU;55:13:39;00:00:00;1;1;EQUALIZACAO_4X_C20;2,080091;0;;;;;;;;;;;;;;;;;;;;
;;20/11/2022 23:43:42;10;PAU;55:13:39;00:00:00;1;1;EQUALIZACAO_4X_C20;2,079979;0;8,758885;4,803789;0,000007;3,955097;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 23:43:44;10;PAU;55:13:40;00:00:01;1;1;EQUALIZACAO_4X_C20;2,079979;0;8,758885;4,803789;0,000007;3,955097;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 23:43:44;10;PAU;55:13:40;00:00:01;1;1;EQUALIZACAO_4X_C20;2,079979;0;;;;;;;;;;;;;;;;;;;;
;;20/11/2022 23:43:44;7;DCH;55:13:40;00:00:00;2;1;EQUALIZACAO_4X_C20;2,07297;0;;;;;;;;;;;;;;;;;;;;
;;20/11/2022 23:43:44;7;DCH;55:13:40;00:00:00;2;1;EQUALIZACAO_4X_C20;2,072303;-0,239586;0;0;0,000007;0;14,745998;24,303682;9,557684;0,00002;;;;;;;;;;;;
;;20/11/2022 23:45:44;7;DCH;55:15:40;00:02:00;2;1;EQUALIZACAO_4X_C20;2,039393;-0,240125;0;0,008006;0,008014;-0,008006;14,729601;24,303682;9,574081;0,016417;;;;;;;;;;;;
;;20/11/2022 23:47:44;7;DCH;55:17:40;00:03:59;2;1;EQUALIZACAO_4X_C20;2,045619;-0,240125;0;0,016012;0,016019;-0,016012;14,713253;24,303682;9,590429;0,032765;;;;;;;;;;;;
;;20/11/2022 23:49:44;7;DCH;55:19:40;00:05:59;2;1;EQUALIZACAO_4X_C20;2,049733;-0,240125;0;0,024007;0,024014;-0,024007;14,696879;24,303682;9,606803;0,049139;;;;;;;;;;;;
;;20/11/2022 23:51:44;7;DCH;55:21:40;00:08:00;2;1;EQUALIZACAO_4X_C20;2,051734;-0,240125;0;0,032024;0,032031;-0,032024;14,680438;24,303682;9,623245;0,065581;;;;;;;;;;;;
;;20/11/2022 23:53:44;7;DCH;55:23:40;00:10:00;2;1;EQUALIZACAO_4X_C20;2,053069;-0,240125;0;0,040032;0,040039;-0,040032;14,664001;24,303682;9,639681;0,082017;;;;;;;;;;;;
;;20/11/2022 23:55:44;7;DCH;55:25:40;00:12:00;2;1;EQUALIZACAO_4X_C20;2,053958;-0,240125;0;0,048034;0,048042;-0,048034;14,647568;24,303682;9,656114;0,09845;;;;;;;;;;;;
;;20/11/2022 23:57:44;7;DCH;55:27:40;00:13:59;2;1;EQUALIZACAO_4X_C20;2,054625;-0,24017;0;0,056035;0,056043;-0,056035;14,631132;24,303682;9,67255;0,114886;;;;;;;;;;;;
;;20/11/2022 23:59:44;7;DCH;55:29:40;00:16:00;2;1;EQUALIZACAO_4X_C20;2,05507;-0,24017;0;0,064038;0,064045;-0,064038;14,614689;24,303682;9,688994;0,131329;;;;;;;;;;;;
;;21/11/2022 00:01:44;7;DCH;55:31:40;00:18:00;2;1;EQUALIZACAO_4X_C20;2,055515;-0,240125;0;0,072044;0,072052;-0,072044;14,598233;24,303682;9,705449;0,147785;;;;;;;;;;;;
;;21/11/2022 00:03:44;7;DCH;55:33:40;00:20:00;2;1;EQUALIZACAO_4X_C20;2,055737;-0,24017;0;0,080045;0,080052;-0,080045;14,581787;24,303682;9,721896;0,164232;;;;;;;;;;;;
;;21/11/2022 00:05:44;7;DCH;55:35:40;00:22:00;2;1;EQUALIZACAO_4X_C20;2,055959;-0,240125;0;0,088062;0,08807;-0,088062;14,565304;24,303682;9,738378;0,180714;;;;;;;;;;;;
;;21/11/2022 00:07:44;7;DCH;55:37:40;00:23:59;2;1;EQUALIZACAO_4X_C20;2,056182;-0,240125;0;0,096049;0,096056;-0,096049;14,548884;24,303682;9,754799;0,197135;;;;;;;;;;;;
;;21/11/2022 00:09:44;7;DCH;55:39:40;00:26:00;2;1;EQUALIZACAO_4X_C20;2,056293;-0,240125;0;0,10407;0,104078;-0,10407;14,532389;24,303682;9,771293;0,213629;;;;;;;;;;;;
;;21/11/2022 00:11:44;7;DCH;55:41:40;00:27:59;2;1;EQUALIZACAO_4X_C20;2,056404;-0,240125;0;0,112069;0,112077;-0,112069;14,51594;24,303682;9,787743;0,230078;;;;;;;;;;;;
;;21/11/2022 00:13:44;7;DCH;55:43:40;00:30:00;2;1;EQUALIZACAO_4X_C20;2,056515;-0,24017;0;0,120072;0,12008;-0,120072;14,499482;24,303682;9,804201;0,246537;;;;;;;;;;;;
;;21/11/2022 00:15:44;7;DCH;55:45:40;00:32:00;2;1;EQUALIZACAO_4X_C20;2,056626;-0,240125;0;0,128087;0,128094;-0,128087;14,482999;24,303682;9,820683;0,263019;;;;;;;;;;;;
;;21/11/2022 00:17:44;7;DCH;55:47:40;00:34:00;2;1;EQUALIZACAO_4X_C20;2,056626;-0,24017;0;0,136093;0,1361;-0,136093;14,466534;24,303682;9,837148;0,279484;;;;;;;;;;;;
;;21/11/2022 00:19:44;7;DCH;55:49:40;00:36:00;2;1;EQUALIZACAO_4X_C20;2,056626;-0,24017;0;0,144095;0,144102;-0,144095;14,450077;24,303682;9,853605;0,295941;;;;;;;;;;;;
;;21/11/2022 00:21:44;7;DCH;55:51:40;00:38:00;2;1;EQUALIZACAO_4X_C20;2,056738;-0,24017;0;0,152102;0,152109;-0,152102;14,43361;24,303682;9,870072;0,312408;;;;;;;;;;;;
;;21/11/2022 00:23:44;7;DCH;55:53:40;00:40:00;2;1;EQUALIZACAO_4X_C20;2,056626;-0,240125;0;0,160094;0,160102;-0,160094;14,417171;24,303682;9,886511;0,328847;;;;;;;;;;;;
;;21/11/2022 00:25:44;7;DCH;55:55:40;00:42:00;2;1;EQUALIZACAO_4X_C20;2,056626;-0,24017;0;0,168101;0,168108;-0,168101;14,400705;24,303682;9,902978;0,345313;;;;;;;;;;;;
;;21/11/2022 00:27:44;7;DCH;55:57:40;00:44:00;2;1;EQUALIZACAO_4X_C20;2,056626;-0,240125;0;0,176103;0,17611;-0,176103;14,384248;24,303682;9,919434;0,36177;;;;;;;;;;;;
;;21/11/2022 00:29:44;7;DCH;55:59:40;00:46:00;2;1;EQUALIZACAO_4X_C20;2,056626;-0,240125;0;0,184121;0,184128;-0,184121;14,367757;24,303682;9,935925;0,378261;;;;;;;;;;;;
;;21/11/2022 00:31:44;7;DCH;56:01:40;00:48:00;2;1;EQUALIZACAO_4X_C20;2,056626;-0,24017;0;0,192128;0,192136;-0,192128;14,351289;24,303682;9,952393;0,394729;;;;;;;;;;;;
;;21/11/2022 00:33:44;7;DCH;56:03:40;00:50:00;2;1;EQUALIZACAO_4X_C20;2,056515;-0,240125;0;0,200121;0,200128;-0,200121;14,334852;24,303682;9,96883;0,411166;;;;;;;;;;;;
;;21/11/2022 00:35:44;7;DCH;56:05:40;00:52:00;2;1;EQUALIZACAO_4X_C20;2,056515;-0,240125;0;0,208134;0,208141;-0,208134;14,318373;24,303682;9,985309;0,427645;;;;;;;;;;;;
;;21/11/2022 00:37:44;7;DCH;56:07:40;00:54:00;2;1;EQUALIZACAO_4X_C20;2,056404;-0,240125;0;0,216128;0,216135;-0,216128;14,301935;24,303682;10,001748;0,444084;;;;;;;;;;;;
;;21/11/2022 00:39:44;7;DCH;56:09:40;00:56:00;2;1;EQUALIZACAO_4X_C20;2,056293;-0,24017;0;0,224147;0,224155;-0,224147;14,285443;24,303682;10,018239;0,460575;;;;;;;;;;;;
;;21/11/2022 00:41:44;7;DCH;56:11:40;00:58:00;2;1;EQUALIZACAO_4X_C20;2,056293;-0,240215;0;0,232137;0,232145;-0,232137;14,269013;24,303682;10,034669;0,477005;;;;;;;;;;;;
;;21/11/2022 00:43:44;7;DCH;56:13:40;01:00:00;2;1;EQUALIZACAO_4X_C20;2,056182;-0,240125;0;0,240153;0,24016;-0,240153;14,252532;24,303682;10,051151;0,493486;;;;;;;;;;;;
;;21/11/2022 00:45:44;7;DCH;56:15:40;01:02:00;2;1;EQUALIZACAO_4X_C20;2,05607;-0,24017;0;0,24815;0,248157;-0,24815;14,236089;24,303682;10,067593;0,509929;;;;;;;;;;;;
;;21/11/2022 00:47:44;7;DCH;56:17:40;01:03:59;2;1;EQUALIZACAO_4X_C20;2,055959;-0,240125;0;0,256158;0,256165;-0,256158;14,219625;24,303682;10,084058;0,526394;;;;;;;;;;;;
;;21/11/2022 00:49:44;7;DCH;56:19:40;01:06:00;2;1;EQUALIZACAO_4X_C20;2,055848;-0,24017;0;0,264164;0,264171;-0,264164;14,203165;24,303682;10,100517;0,542853;;;;;;;;;;;;
;;21/11/2022 00:51:44;7;DCH;56:21:40;01:08:00;2;1;EQUALIZACAO_4X_C20;2,055737;-0,24017;0;0,272173;0,27218;-0,272173;14,186699;24,303682;10,116984;0,559319;;;;;;;;;;;;
;;21/11/2022 00:53:44;7;DCH;56:23:40;01:10:00;2;1;EQUALIZACAO_4X_C20;2,055737;-0,24017;0;0,280173;0,28018;-0,280173;14,170254;24,303682;10,133428;0,575764;;;;;;;;;;;;
;;21/11/2022 00:55:44;7;DCH;56:25:40;01:12:00;2;1;EQUALIZACAO_4X_C20;2,055515;-0,24017;0;0,288174;0,288181;-0,288174;14,153807;24,303682;10,149876;0,592212;;;;;;;;;;;;
;;21/11/2022 00:57:44;7;DCH;56:27:40;01:14:00;2;1;EQUALIZACAO_4X_C20;2,055515;-0,240125;0;0,296181;0,296189;-0,296181;14,137347;24,303682;10,166335;0,608671;;;;;;;;;;;;
;;21/11/2022 00:59:44;7;DCH;56:29:40;01:16:00;2;1;EQUALIZACAO_4X_C20;2,055292;-0,240125;0;0,304184;0,304191;-0,304184;14,120898;24,303682;10,182784;0,62512;;;;;;;;;;;;
;;21/11/2022 01:01:44;7;DCH;56:31:40;01:17:59;2;1;EQUALIZACAO_4X_C20;2,055181;-0,24017;0;0,312195;0,312202;-0,312195;14,104434;24,303682;10,199248;0,641584;;;;;;;;;;;;
;;21/11/2022 01:03:44;7;DCH;56:33:40;01:20:00;2;1;EQUALIZACAO_4X_C20;2,055181;-0,24017;0;0,320192;0,320199;-0,320192;14,087999;24,303682;10,215684;0,65802;;;;;;;;;;;;
;;21/11/2022 01:05:44;7;DCH;56:35:40;01:22:00;2;1;EQUALIZACAO_4X_C20;2,054959;-0,24017;0;0,328196;0,328203;-0,328196;14,071551;24,303682;10,232132;0,674468;;;;;;;;;;;;
;;21/11/2022 01:07:44;7;DCH;56:37:40;01:24:00;2;1;EQUALIZACAO_4X_C20;2,054847;-0,24017;0;0,336201;0,336209;-0,336201;14,0551;24,303682;10,248582;0,690918;;;;;;;;;;;;
;;21/11/2022 01:09:44;7;DCH;56:39:40;01:26:00;2;1;EQUALIZACAO_4X_C20;2,054736;-0,240125;0;0,344206;0,344214;-0,344206;14,038651;24,303682;10,265031;0,707367;;;;;;;;;;;;
;;21/11/2022 01:11:44;7;DCH;56:41:40;01:28:00;2;1;EQUALIZACAO_4X_C20;2,054625;-0,24017;0;0,352222;0,35223;-0,352222;14,022181;24,303682;10,281501;0,723837;;;;;;;;;;;;
;;21/11/2022 01:13:44;7;DCH;56:43:40;01:30:00;2;1;EQUALIZACAO_4X_C20;2,054403;-0,24017;0;0,360215;0,360222;-0,360215;14,005761;24,303682;10,297921;0,740257;;;;;;;;;;;;
;;21/11/2022 01:15:44;7;DCH;56:45:40;01:31:59;2;1;EQUALIZACAO_4X_C20;2,054292;-0,24017;0;0,368219;0,368226;-0,368219;13,989318;24,303682;10,314365;0,756701;;;;;;;;;;;;
;;21/11/2022 01:17:44;7;DCH;56:47:40;01:34:00;2;1;EQUALIZACAO_4X_C20;2,05418;-0,24017;0;0,376224;0,376232;-0,376224;13,972873;24,303682;10,330809;0,773145;;;;;;;;;;;;
;;21/11/2022 01:19:44;7;DCH;56:49:40;01:36:00;2;1;EQUALIZACAO_4X_C20;2,054069;-0,240125;0;0,384241;0,384248;-0,384241;13,956406;24,303682;10,347276;0,789612;;;;;;;;;;;;
;;21/11/2022 01:21:44;7;DCH;56:51:40;01:38:00;2;1;EQUALIZACAO_4X_C20;2,053847;-0,240125;0;0,392237;0,392245;-0,392237;13,939983;24,303682;10,3637;0,806035;;;;;;;;;;;;
;;21/11/2022 01:23:44;7;DCH;56:53:40;01:40:00;2;1;EQUALIZACAO_4X_C20;2,053736;-0,24008;0;0,400239;0,400247;-0,400239;13,923548;24,303682;10,380134;0,82247;;;;;;;;;;;;
;;21/11/2022 01:25:44;7;DCH;56:55:40;01:42:00;2;1;EQUALIZACAO_4X_C20;2,053513;-0,240125;0;0,408259;0,408267;-0,408259;13,907078;24,303682;10,396604;0,83894;;;;;;;;;;;;
;;21/11/2022 01:27:44;7;DCH;56:57:40;01:44:00;2;1;EQUALIZACAO_4X_C20;2,053402;-0,240125;0;0,416266;0,416274;-0,416266;13,890636;24,303682;10,413046;0,855382;;;;;;;;;;;;
;;21/11/2022 01:29:44;7;DCH;56:59:40;01:46:00;2;1;EQUALIZACAO_4X_C20;2,053291;-0,24017;0;0,424263;0,42427;-0,424263;13,874217;24,303682;10,429466;0,871802;;;;;;;;;;;;
;;21/11/2022 01:31:44;7;DCH;57:01:40;01:48:00;2;1;EQUALIZACAO_4X_C20;2,053069;-0,240125;0;0,432274;0,432281;-0,432274;13,857769;24,303682;10,445914;0,888249;;;;;;;;;;;;
;;21/11/2022 01:33:44;7;DCH;57:03:40;01:50:00;2;1;EQUALIZACAO_4X_C20;2,052957;-0,240125;0;0,440278;0,440286;-0,440278;13,841335;24,303682;10,462347;0,904683;;;;;;;;;;;;
;;21/11/2022 01:35:44;7;DCH;57:05:40;01:52:00;2;1;EQUALIZACAO_4X_C20;2,052846;-0,240125;0;0,448272;0,448279;-0,448272;13,824926;24,303682;10,478757;0,921093;;;;;;;;;;;;
;;21/11/2022 01:37:44;7;DCH;57:07:40;01:54:00;2;1;EQUALIZACAO_4X_C20;2,052624;-0,24017;0;0,456281;0,456288;-0,456281;13,808486;24,303682;10,495197;0,937532;;;;;;;;;;;;
;;21/11/2022 01:39:44;7;DCH;57:09:40;01:56:00;2;1;EQUALIZACAO_4X_C20;2,052401;-0,24017;0;0,464293;0,464301;-0,464293;13,79204;24,303682;10,511642;0,953978;;;;;;;;;;;;
;;21/11/2022 01:41:44;7;DCH;57:11:40;01:58:00;2;1;EQUALIZACAO_4X_C20;2,05229;-0,240125;0;0,472295;0,472302;-0,472295;13,775619;24,303682;10,528064;0,9704;;;;;;;;;;;;
;;21/11/2022 01:43:44;7;DCH;57:13:40;02:00:00;2;1;EQUALIZACAO_4X_C20;2,052179;-0,240125;0;0,480304;0,480312;-0,480304;13,759181;24,303682;10,544502;0,986838;;;;;;;;;;;;
;;21/11/2022 01:45:44;7;DCH;57:15:40;02:02:00;2;1;EQUALIZACAO_4X_C20;2,051957;-0,24017;0;0,488309;0,488316;-0,488309;13,742756;24,303682;10,560927;1,003263;;;;;;;;;;;;
;;21/11/2022 01:47:44;7;DCH;57:17:40;02:04:00;2;1;EQUALIZACAO_4X_C20;2,051846;-0,240125;0;0,496306;0,496314;-0,496306;13,726345;24,303682;10,577337;1,019673;;;;;;;;;;;;
;;21/11/2022 01:49:44;7;DCH;57:19:40;02:06:00;2;1;EQUALIZACAO_4X_C20;2,051623;-0,24017;0;0,504308;0,504316;-0,504308;13,709927;24,303682;10,593755;1,036091;;;;;;;;;;;;
;;21/11/2022 01:51:44;7;DCH;57:21:40;02:08:00;2;1;EQUALIZACAO_4X_C20;2,051401;-0,24017;0;0,512323;0,512331;-0,512323;13,693484;24,303682;10,610198;1,052534;;;;;;;;;;;;
;;21/11/2022 01:53:44;7;DCH;57:23:40;02:10:00;2;1;EQUALIZACAO_4X_C20;2,05129;-0,240125;0;0,520316;0,520324;-0,520316;13,677088;24,303682;10,626594;1,06893;;;;;;;;;;;;
;;21/11/2022 01:55:44;7;DCH;57:25:40;02:12:00;2;1;EQUALIZACAO_4X_C20;2,051178;-0,240125;0;0,528331;0,528338;-0,528331;13,660648;24,303682;10,643034;1,08537;;;;;;;;;;;;
;;21/11/2022 01:57:44;7;DCH;57:27:40;02:14:00;2;1;EQUALIZACAO_4X_C20;2,050956;-0,240125;0;0,536332;0,53634;-0,536332;13,644237;24,303682;10,659446;1,101781;;;;;;;;;;;;
;;21/11/2022 01:59:44;7;DCH;57:29:40;02:16:00;2;1;EQUALIZACAO_4X_C20;2,050845;-0,240125;0;0,544336;0,544344;-0,544336;13,627822;24,303682;10,675861;1,118197;;;;;;;;;;;;
;;21/11/2022 02:01:44;7;DCH;57:31:40;02:18:00;2;1;EQUALIZACAO_4X_C20;2,050623;-0,240125;0;0,552339;0,552346;-0,552339;13,61141;24,303682;10,692272;1,134608;;;;;;;;;;;;
;;21/11/2022 02:03:44;7;DCH;57:33:40;02:20:00;2;1;EQUALIZACAO_4X_C20;2,0504;-0,24017;0;0,560353;0,560361;-0,560353;13,594976;24,303682;10,708706;1,151042;;;;;;;;;;;;
;;21/11/2022 02:05:44;7;DCH;57:35:40;02:22:00;2;1;EQUALIZACAO_4X_C20;2,050289;-0,240125;0;0,568343;0,568351;-0,568343;13,578594;24,303682;10,725088;1,167424;;;;;;;;;;;;
;;21/11/2022 02:07:44;7;DCH;57:37:40;02:24:00;2;1;EQUALIZACAO_4X_C20;2,050067;-0,24017;0;0,57635;0,576358;-0,57635;13,562179;24,303682;10,741504;1,18384;;;;;;;;;;;;
;;21/11/2022 02:09:44;7;DCH;57:39:40;02:26:00;2;1;EQUALIZACAO_4X_C20;2,049956;-0,24017;0;0,584353;0,58436;-0,584353;13,545773;24,303682;10,75791;1,200246;;;;;;;;;;;;
;;21/11/2022 02:11:44;7;DCH;57:41:40;02:28:00;2;1;EQUALIZACAO_4X_C20;2,049733;-0,24017;0;0,592371;0,592378;-0,592371;13,529337;24,303682;10,774345;1,216681;;;;;;;;;;;;
;;21/11/2022 02:13:44;7;DCH;57:43:40;02:30:00;2;1;EQUALIZACAO_4X_C20;2,049622;-0,24017;0;0,600365;0,600373;-0,600365;13,512951;24,303682;10,790731;1,233067;;;;;;;;;;;;
;;21/11/2022 02:15:44;7;DCH;57:45:40;02:32:00;2;1;EQUALIZACAO_4X_C20;2,0494;-0,240125;0;0,608383;0,60839;-0,608383;13,496519;24,303682;10,807163;1,249499;;;;;;;;;;;;
;;21/11/2022 02:17:44;7;DCH;57:47:40;02:34:00;2;1;EQUALIZACAO_4X_C20;2,049288;-0,240125;0;0,616378;0,616386;-0,616378;13,480134;24,303682;10,823548;1,265884;;;;;;;;;;;;
;;21/11/2022 02:19:44;7;DCH;57:49:40;02:36:00;2;1;EQUALIZACAO_4X_C20;2,049066;-0,240125;0;0,62439;0,624397;-0,62439;13,463718;24,303682;10,839965;1,282301;;;;;;;;;;;;
;;21/11/2022 02:21:44;7;DCH;57:51:40;02:38:00;2;1;EQUALIZACAO_4X_C20;2,048844;-0,24017;0;0,632399;0,632406;-0,632399;13,447307;24,303682;10,856375;1,298711;;;;;;;;;;;;
