Measurement ID;7709;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;;;;;;;;;
;;26/11/2022 00:13:26;7;DCH;57:49:38;01:45:59;2;1;EQUALIZACAO_4X_C20;2,056103;-0,25005;0;0,441724;0,441724;-0,441724;13,727303;24,591004;10,863701;0,909048;;;;;;;;;;;;
;;26/11/2022 00:15:26;7;DCH;57:51:38;01:47:59;2;1;EQUALIZACAO_4X_C20;2,055991;-0,250005;0;0,450059;0,450059;-0,450059;13,710166;24,591004;10,880837;0,926185;;;;;;;;;;;;
;;26/11/2022 00:17:26;7;DCH;57:53:38;01:50:00;2;1;EQUALIZACAO_4X_C20;2,055769;-0,250005;0;0,458399;0,458399;-0,458399;13,693021;24,591004;10,897983;0,94333;;;;;;;;;;;;
;;26/11/2022 00:19:26;7;DCH;57:55:38;01:52:00;2;1;EQUALIZACAO_4X_C20;2,055658;-0,25005;0;0,466732;0,466732;-0,466732;13,67589;24,591004;10,915114;0,960461;;;;;;;;;;;;
;;26/11/2022 00:21:26;7;DCH;57:57:38;01:54:00;2;1;EQUALIZACAO_4X_C20;2,055435;-0,25005;0;0,475062;0,475062;-0,475062;13,658767;24,591004;10,932237;0,977584;;;;;;;;;;;;
;;26/11/2022 00:23:26;7;DCH;57:59:38;01:55:59;2;1;EQUALIZACAO_4X_C20;2,055324;-0,250005;0;0,483397;0,483397;-0,483397;13,641637;24,591004;10,949367;0,994714;;;;;;;;;;;;
;;26/11/2022 00:25:26;7;DCH;58:01:38;01:58:00;2;1;EQUALIZACAO_4X_C20;2,055102;-0,25005;0;0,491726;0,491726;-0,491726;13,624517;24,591004;10,966486;1,011834;;;;;;;;;;;;
;;26/11/2022 00:27:26;7;DCH;58:03:38;02:00:00;2;1;EQUALIZACAO_4X_C20;2,054879;-0,25005;0;0,500069;0,500069;-0,500069;13,607373;24,591004;10,983631;1,028978;;;;;;;;;;;;
;;26/11/2022 00:29:26;7;DCH;58:05:38;02:02:00;2;1;EQUALIZACAO_4X_C20;2,054768;-0,25005;0;0,508399;0,508399;-0,508399;13,590256;24,591004;11,000747;1,046095;;;;;;;;;;;;
;;26/11/2022 00:31:26;7;DCH;58:07:38;02:04:00;2;1;EQUALIZACAO_4X_C20;2,054546;-0,25005;0;0,516734;0,516734;-0,516734;13,57313;24,591004;11,017874;1,063221;;;;;;;;;;;;
;;26/11/2022 00:33:26;7;DCH;58:09:38;02:06:00;2;1;EQUALIZACAO_4X_C20;2,054435;-0,25005;0;0,525073;0,525073;-0,525073;13,555998;24,591004;11,035005;1,080353;;;;;;;;;;;;
;;26/11/2022 00:35:26;7;DCH;58:11:38;02:08:00;2;1;EQUALIZACAO_4X_C20;2,054212;-0,25005;0;0,533396;0,533396;-0,533396;13,538901;24,591004;11,052103;1,09745;;;;;;;;;;;;
;;26/11/2022 00:37:26;7;DCH;58:13:38;02:10:00;2;1;EQUALIZACAO_4X_C20;2,05399;-0,25005;0;0,541743;0,541743;-0,541743;13,521753;24,591004;11,06925;1,114598;;;;;;;;;;;;
;;26/11/2022 00:39:26;7;DCH;58:15:38;02:12:00;2;1;EQUALIZACAO_4X_C20;2,053879;-0,25005;0;0,55006;0,55006;-0,55006;13,504672;24,591004;11,086332;1,13168;;;;;;;;;;;;
;;26/11/2022 00:41:26;7;DCH;58:17:38;02:13:59;2;1;EQUALIZACAO_4X_C20;2,053656;-0,250005;0;0,558393;0,558393;-0,558393;13,487558;24,591004;11,103445;1,148793;;;;;;;;;;;;
;;26/11/2022 00:43:26;7;DCH;58:19:38;02:16:00;2;1;EQUALIZACAO_4X_C20;2,053545;-0,250005;0;0,566745;0,566745;-0,566745;13,470406;24,591004;11,120597;1,165945;;;;;;;;;;;;
;;26/11/2022 00:45:26;7;DCH;58:21:38;02:18:00;2;1;EQUALIZACAO_4X_C20;2,053323;-0,250005;0;0,575067;0,575067;-0,575067;13,453317;24,591004;11,137687;1,183034;;;;;;;;;;;;
;;26/11/2022 00:47:26;7;DCH;58:23:38;02:20:00;2;1;EQUALIZACAO_4X_C20;2,0531;-0,250005;0;0,583404;0,583404;-0,583404;13,4362;24,591004;11,154804;1,200151;;;;;;;;;;;;
;;26/11/2022 00:49:26;7;DCH;58:25:38;02:22:00;2;1;EQUALIZACAO_4X_C20;2,052989;-0,25005;0;0,591734;0,591734;-0,591734;13,419097;24,591004;11,171906;1,217254;;;;;;;;;;;;
;;26/11/2022 00:51:26;7;DCH;58:27:38;02:24:00;2;1;EQUALIZACAO_4X_C20;2,052767;-0,250005;0;0,60007;0,60007;-0,60007;13,401985;24,591004;11,189019;1,234366;;;;;;;;;;;;
;;26/11/2022 00:53:26;7;DCH;58:29:38;02:26:00;2;1;EQUALIZACAO_4X_C20;2,052545;-0,250005;0;0,608404;0,608404;-0,608404;13,384879;24,591004;11,206125;1,251472;;;;;;;;;;;;
;;26/11/2022 00:55:26;7;DCH;58:31:38;02:28:00;2;1;EQUALIZACAO_4X_C20;2,052322;-0,25005;0;0,616751;0,616751;-0,616751;13,367746;24,591004;11,223257;1,268605;;;;;;;;;;;;
;;26/11/2022 00:57:26;7;DCH;58:33:38;02:30:00;2;1;EQUALIZACAO_4X_C20;2,052211;-0,25005;0;0,625081;0,625081;-0,625081;13,35065;24,591004;11,240353;1,285701;;;;;;;;;;;;
;;26/11/2022 00:59:26;7;DCH;58:35:38;02:32:00;2;1;EQUALIZACAO_4X_C20;2,051989;-0,250005;0;0,633402;0,633402;-0,633402;13,333574;24,591004;11,257429;1,302777;;;;;;;;;;;;
;;26/11/2022 01:01:26;7;DCH;58:37:38;02:34:00;2;1;EQUALIZACAO_4X_C20;2,051877;-0,25005;0;0,641751;0,641751;-0,641751;13,316445;24,591004;11,274559;1,319906;;;;;;;;;;;;
;;26/11/2022 01:03:26;7;DCH;58:39:38;02:36:00;2;1;EQUALIZACAO_4X_C20;2,051655;-0,25005;0;0,650086;0,650086;-0,650086;13,299342;24,591004;11,291661;1,337009;;;;;;;;;;;;
;;26/11/2022 01:05:26;7;DCH;58:41:38;02:38:00;2;1;EQUALIZACAO_4X_C20;2,051433;-0,250005;0;0,658412;0,658412;-0,658412;13,282261;24,591004;11,308742;1,35409;;;;;;;;;;;;
;;26/11/2022 01:07:26;7;DCH;58:43:38;02:40:00;2;1;EQUALIZACAO_4X_C20;2,05121;-0,25005;0;0,666752;0,666752;-0,666752;13,265153;24,591004;11,325851;1,371198;;;;;;;;;;;;
;;26/11/2022 01:09:26;7;DCH;58:45:38;02:42:00;2;1;EQUALIZACAO_4X_C20;2,051099;-0,250005;0;0,675084;0,675084;-0,675084;13,248063;24,591004;11,342941;1,388288;;;;;;;;;;;;
;;26/11/2022 01:11:26;7;DCH;58:47:38;02:43:59;2;1;EQUALIZACAO_4X_C20;2,050877;-0,250005;0;0,68341;0,68341;-0,68341;13,230986;24,591004;11,360017;1,405365;;;;;;;;;;;;
;;26/11/2022 01:13:26;7;DCH;58:49:38;02:46:00;2;1;EQUALIZACAO_4X_C20;2,050654;-0,250005;0;0,691749;0,691749;-0,691749;13,213885;24,591004;11,377119;1,422466;;;;;;;;;;;;
;;26/11/2022 01:15:26;7;DCH;58:51:38;02:48:00;2;1;EQUALIZACAO_4X_C20;2,050432;-0,250005;0;0,70008;0,70008;-0,70008;13,196801;24,591004;11,394203;1,43955;;;;;;;;;;;;
;;26/11/2022 01:17:26;7;DCH;58:53:38;02:50:00;2;1;EQUALIZACAO_4X_C20;2,050321;-0,250005;0;0,70841;0,70841;-0,70841;13,179722;24,591004;11,411282;1,456629;;;;;;;;;;;;
;;26/11/2022 01:19:26;7;DCH;58:55:38;02:52:00;2;1;EQUALIZACAO_4X_C20;2,050098;-0,250005;0;0,716758;0,716758;-0,716758;13,162607;24,591004;11,428397;1,473744;;;;;;;;;;;;
;;26/11/2022 01:21:26;7;DCH;58:57:38;02:54:00;2;1;EQUALIZACAO_4X_C20;2,049876;-0,25005;0;0,725096;0,725096;-0,725096;13,145514;24,591004;11,44549;1,490837;;;;;;;;;;;;
;;26/11/2022 01:23:26;7;DCH;58:59:38;02:56:00;2;1;EQUALIZACAO_4X_C20;2,049654;-0,250005;0;0,73342;0,73342;-0,73342;13,128451;24,591004;11,462553;1,5079;;;;;;;;;;;;
;;26/11/2022 01:25:26;7;DCH;59:01:38;02:58:00;2;1;EQUALIZACAO_4X_C20;2,049542;-0,25005;0;0,74176;0,74176;-0,74176;13,111358;24,591004;11,479646;1,524993;;;;;;;;;;;;
;;26/11/2022 01:27:26;7;DCH;59:03:38;03:00:00;2;1;EQUALIZACAO_4X_C20;2,04932;-0,25005;0;0,750099;0,750099;-0,750099;13,094266;24,591004;11,496737;1,542085;;;;;;;;;;;;
;;26/11/2022 01:29:26;7;DCH;59:05:38;03:02:00;2;1;EQUALIZACAO_4X_C20;2,049098;-0,250005;0;0,758433;0,758433;-0,758433;13,077189;24,591004;11,513815;1,559162;;;;;;;;;;;;
;;26/11/2022 01:31:26;7;DCH;59:07:38;03:04:00;2;1;EQUALIZACAO_4X_C20;2,048986;-0,25005;0;0,766755;0,766755;-0,766755;13,060138;24,591004;11,530866;1,576213;;;;;;;;;;;;
;;26/11/2022 01:33:26;7;DCH;59:09:38;03:06:00;2;1;EQUALIZACAO_4X_C20;2,048764;-0,25005;0;0,775088;0,775088;-0,775088;13,043064;24,591004;11,54794;1,593287;;;;;;;;;;;;
;;26/11/2022 01:35:26;7;DCH;59:11:38;03:08:00;2;1;EQUALIZACAO_4X_C20;2,048542;-0,250005;0;0,783437;0,783437;-0,783437;13,02596;24,591004;11,565044;1,610391;;;;;;;;;;;;
;;26/11/2022 01:37:26;7;DCH;59:13:38;03:10:00;2;1;EQUALIZACAO_4X_C20;2,048319;-0,25005;0;0,791751;0,791751;-0,791751;13,00893;24,591004;11,582074;1,627421;;;;;;;;;;;;
;;26/11/2022 01:39:26;7;DCH;59:15:38;03:12:00;2;1;EQUALIZACAO_4X_C20;2,048097;-0,25005;0;0,800091;0,800091;-0,800091;12,991847;24,591004;11,599156;1,644504;;;;;;;;;;;;
;;26/11/2022 01:41:26;7;DCH;59:17:38;03:14:00;2;1;EQUALIZACAO_4X_C20;2,047986;-0,250005;0;0,808435;0,808435;-0,808435;12,974758;24,591004;11,616245;1,661593;;;;;;;;;;;;
;;26/11/2022 01:43:26;7;DCH;59:19:38;03:16:00;2;1;EQUALIZACAO_4X_C20;2,047763;-0,25005;0;0,816773;0,816773;-0,816773;12,957683;24,591004;11,633321;1,678668;;;;;;;;;;;;
;;26/11/2022 01:45:26;7;DCH;59:21:38;03:18:00;2;1;EQUALIZACAO_4X_C20;2,047541;-0,250005;0;0,825097;0,825097;-0,825097;12,940638;24,591004;11,650365;1,695713;;;;;;;;;;;;
;;26/11/2022 01:47:26;7;DCH;59:23:38;03:20:00;2;1;EQUALIZACAO_4X_C20;2,047319;-0,250005;0;0,833439;0,833439;-0,833439;12,923557;24,591004;11,667447;1,712794;;;;;;;;;;;;
;;26/11/2022 01:49:26;7;DCH;59:25:38;03:22:00;2;1;EQUALIZACAO_4X_C20;2,047207;-0,250005;0;0,841766;0,841766;-0,841766;12,906509;24,591004;11,684495;1,729842;;;;;;;;;;;;
;;26/11/2022 01:51:26;7;DCH;59:27:38;03:24:00;2;1;EQUALIZACAO_4X_C20;2,046985;-0,250005;0;0,850101;0,850101;-0,850101;12,889447;24,591004;11,701557;1,746904;;;;;;;;;;;;
;;26/11/2022 01:53:26;7;DCH;59:29:38;03:26:00;2;1;EQUALIZACAO_4X_C20;2,046763;-0,25005;0;0,858442;0,858442;-0,858442;12,872375;24,591004;11,718628;1,763976;;;;;;;;;;;;
;;26/11/2022 01:55:26;7;DCH;59:31:38;03:28:00;2;1;EQUALIZACAO_4X_C20;2,04654;-0,250005;0;0,866767;0,866767;-0,866767;12,855336;24,591004;11,735668;1,781015;;;;;;;;;;;;
;;26/11/2022 01:57:26;7;DCH;59:33:38;03:30:00;2;1;EQUALIZACAO_4X_C20;2,046429;-0,25005;0;0,875109;0,875109;-0,875109;12,838265;24,591004;11,752739;1,798086;;;;;;;;;;;;
;;26/11/2022 01:59:26;7;DCH;59:35:38;03:32:00;2;1;EQUALIZACAO_4X_C20;2,046207;-0,25005;0;0,883438;0,883438;-0,883438;12,821221;24,591004;11,769783;1,81513;;;;;;;;;;;;
;;26/11/2022 02:01:26;7;DCH;59:37:38;03:34:00;2;1;EQUALIZACAO_4X_C20;2,045984;-0,250005;0;0,891775;0,891775;-0,891775;12,804162;24,591004;11,786842;1,83219;;;;;;;;;;;;
;;26/11/2022 02:03:26;7;DCH;59:39:38;03:36:00;2;1;EQUALIZACAO_4X_C20;2,045762;-0,250005;0;0,900105;0,900105;-0,900105;12,787121;24,591004;11,803883;1,84923;;;;;;;;;;;;
;;26/11/2022 02:05:26;7;DCH;59:41:38;03:38:00;2;1;EQUALIZACAO_4X_C20;2,04554;-0,25005;0;0,908439;0,908439;-0,908439;12,770071;24,591004;11,820933;1,866281;;;;;;;;;;;;
;;26/11/2022 02:07:26;7;DCH;59:43:38;03:40:00;2;1;EQUALIZACAO_4X_C20;2,045317;-0,25005;0;0,916773;0,916773;-0,916773;12,753024;24,591004;11,83798;1,883327;;;;;;;;;;;;
;;26/11/2022 02:09:26;7;DCH;59:45:38;03:41:59;2;1;EQUALIZACAO_4X_C20;2,045206;-0,250005;0;0,925112;0,925112;-0,925112;12,735968;24,591004;11,855035;1,900383;;;;;;;;;;;;
;;26/11/2022 02:11:26;7;DCH;59:47:38;03:44:00;2;1;EQUALIZACAO_4X_C20;2,044984;-0,25005;0;0,933447;0,933447;-0,933447;12,718924;24,591004;11,87208;1,917427;;;;;;;;;;;;
;;26/11/2022 02:13:26;7;DCH;59:49:38;03:46:00;2;1;EQUALIZACAO_4X_C20;2,044761;-0,250005;0;0,941785;0,941785;-0,941785;12,701873;24,591004;11,889131;1,934479;;;;;;;;;;;;
;;26/11/2022 02:15:26;7;DCH;59:51:38;03:48:00;2;1;EQUALIZACAO_4X_C20;2,04465;-0,250005;0;0,950116;0,950116;-0,950116;12,684839;24,591004;11,906165;1,951512;;;;;;;;;;;;
;;26/11/2022 02:17:26;7;DCH;59:53:38;03:50:00;2;1;EQUALIZACAO_4X_C20;2,044428;-0,25005;0;0,958446;0,958446;-0,958446;12,667807;24,591004;11,923196;1,968544;;;;;;;;;;;;
;;26/11/2022 02:19:26;7;DCH;59:55:38;03:52:00;2;1;EQUALIZACAO_4X_C20;2,044205;-0,25005;0;0,966783;0,966783;-0,966783;12,650765;24,591004;11,940239;1,985586;;;;;;;;;;;;
;;26/11/2022 02:21:26;7;DCH;59:57:38;03:54:00;2;1;EQUALIZACAO_4X_C20;2,043983;-0,25005;0;0,975112;0,975112;-0,975112;12,63374;24,591004;11,957264;2,002611;;;;;;;;;;;;
;;26/11/2022 02:23:26;7;DCH;59:59:38;03:56:00;2;1;EQUALIZACAO_4X_C20;2,043761;-0,250005;0;0,983445;0,983445;-0,983445;12,616709;24,591004;11,974295;2,019642;;;;;;;;;;;;
;;26/11/2022 02:25:26;7;DCH;60:01:38;03:57:59;2;1;EQUALIZACAO_4X_C20;2,043538;-0,250005;0;0,991775;0,991775;-0,991775;12,599684;24,591004;11,991319;2,036667;;;;;;;;;;;;
;;26/11/2022 02:27:26;7;DCH;60:03:38;04:00:00;2;1;EQUALIZACAO_4X_C20;2,043427;-0,250005;0;1,000125;1,000125;-1,000125;12,582621;24,591004;12,008383;2,05373;;;;;;;;;;;;
;;26/11/2022 02:29:26;7;DCH;60:05:38;04:02:00;2;1;EQUALIZACAO_4X_C20;2,043093;-0,250005;0;1,008454;1,008454;-1,008454;12,565603;24,591004;12,025401;2,070748;;;;;;;;;;;;
;;26/11/2022 02:31:26;7;DCH;60:07:38;04:04:00;2;1;EQUALIZACAO_4X_C20;2,042982;-0,250005;0;1,016782;1,016782;-1,016782;12,548589;24,591004;12,042415;2,087762;;;;;;;;;;;;
;;26/11/2022 02:33:26;7;DCH;60:09:38;04:05:59;2;1;EQUALIZACAO_4X_C20;2,04276;-0,25005;0;1,025122;1,025122;-1,025122;12,531551;24,591004;12,059453;2,1048;;;;;;;;;;;;
;;26/11/2022 02:35:26;7;DCH;60:11:38;04:07:59;2;1;EQUALIZACAO_4X_C20;2,042538;-0,25005;0;1,033446;1,033446;-1,033446;12,514548;24,591004;12,076456;2,121803;;;;;;;;;;;;
;;26/11/2022 02:37:26;7;DCH;60:13:38;04:10:00;2;1;EQUALIZACAO_4X_C20;2,042315;-0,25005;0;1,04179;1,04179;-1,04179;12,497505;24,591004;12,093499;2,138846;;;;;;;;;;;;
;;26/11/2022 02:39:26;7;DCH;60:15:38;04:12:00;2;1;EQUALIZACAO_4X_C20;2,042204;-0,25005;0;1,050122;1,050122;-1,050122;12,48049;24,591004;12,110514;2,155862;;;;;;;;;;;;
;;26/11/2022 02:41:26;7;DCH;60:17:38;04:14:00;2;1;EQUALIZACAO_4X_C20;2,041982;-0,25005;0;1,05846;1,05846;-1,05846;12,463462;24,591004;12,127541;2,172889;;;;;;;;;;;;
;;26/11/2022 02:43:26;7;DCH;60:19:38;04:16:00;2;1;EQUALIZACAO_4X_C20;2,041759;-0,24996;0;1,066787;1,066787;-1,066787;12,446461;24,591004;12,144543;2,18989;;;;;;;;;;;;
;;26/11/2022 02:45:26;7;DCH;60:21:38;04:18:00;2;1;EQUALIZACAO_4X_C20;2,041537;-0,250005;0;1,075125;1,075125;-1,075125;12,429437;24,591004;12,161567;2,206915;;;;;;;;;;;;
;;26/11/2022 02:47:26;7;DCH;60:23:38;04:19:59;2;1;EQUALIZACAO_4X_C20;2,041314;-0,25005;0;1,083461;1,083461;-1,083461;12,412419;24,591004;12,178584;2,223932;;;;;;;;;;;;
;;26/11/2022 02:49:26;7;DCH;60:25:38;04:22:00;2;1;EQUALIZACAO_4X_C20;2,041092;-0,250005;0;1,091792;1,091792;-1,091792;12,395413;24,591004;12,195591;2,240938;;;;;;;;;;;;
;;26/11/2022 02:51:26;7;DCH;60:27:38;04:24:00;2;1;EQUALIZACAO_4X_C20;2,040981;-0,250005;0;1,100126;1,100126;-1,100126;12,378403;24,591004;12,212601;2,257948;;;;;;;;;;;;
;;26/11/2022 02:53:26;7;DCH;60:29:38;04:26:00;2;1;EQUALIZACAO_4X_C20;2,040759;-0,25005;0;1,108469;1,108469;-1,108469;12,361376;24,591004;12,229628;2,274975;;;;;;;;;;;;
;;26/11/2022 02:55:26;7;DCH;60:31:38;04:27:59;2;1;EQUALIZACAO_4X_C20;2,040536;-0,250005;0;1,116798;1,116798;-1,116798;12,34438;24,591004;12,246624;2,291971;;;;;;;;;;;;
;;26/11/2022 02:57:26;7;DCH;60:33:38;04:30:00;2;1;EQUALIZACAO_4X_C20;2,040314;-0,24996;0;1,125128;1,125128;-1,125128;12,327384;24,591004;12,26362;2,308967;;;;;;;;;;;;
;;26/11/2022 02:59:26;7;DCH;60:35:38;04:32:00;2;1;EQUALIZACAO_4X_C20;2,040091;-0,250005;0;1,133465;1,133465;-1,133465;12,310374;24,591004;12,28063;2,325977;;;;;;;;;;;;
;;26/11/2022 03:01:26;7;DCH;60:37:38;04:34:00;2;1;EQUALIZACAO_4X_C20;2,039869;-0,250005;0;1,141797;1,141797;-1,141797;12,293376;24,591004;12,297628;2,342976;;;;;;;;;;;;
;;26/11/2022 03:03:26;7;DCH;60:39:38;04:36:00;2;1;EQUALIZACAO_4X_C20;2,039758;-0,25005;0;1,150139;1,150139;-1,150139;12,276361;24,591004;12,314643;2,359991;;;;;;;;;;;;
;;26/11/2022 03:05:26;7;DCH;60:41:38;04:38:00;2;1;EQUALIZACAO_4X_C20;2,039535;-0,250005;0;1,158471;1,158471;-1,158471;12,259365;24,591004;12,331638;2,376986;;;;;;;;;;;;
;;26/11/2022 03:07:26;7;DCH;60:43:38;04:39:59;2;1;EQUALIZACAO_4X_C20;2,039313;-0,250005;0;1,166797;1,166797;-1,166797;12,242387;24,591004;12,348617;2,393965;;;;;;;;;;;;
;;26/11/2022 03:09:26;7;DCH;60:45:38;04:42:00;2;1;EQUALIZACAO_4X_C20;2,039091;-0,25005;0;1,175135;1,175135;-1,175135;12,225384;24,591004;12,365619;2,410967;;;;;;;;;;;;
;;26/11/2022 03:11:26;7;DCH;60:47:38;04:44:00;2;1;EQUALIZACAO_4X_C20;2,038868;-0,25005;0;1,183478;1,183478;-1,183478;12,208371;24,591004;12,382632;2,42798;;;;;;;;;;;;
;;26/11/2022 03:13:26;7;DCH;60:49:38;04:46:00;2;1;EQUALIZACAO_4X_C20;2,038757;-0,25005;0;1,191803;1,191803;-1,191803;12,191399;24,591004;12,399604;2,444952;;;;;;;;;;;;
;;26/11/2022 03:15:26;7;DCH;60:51:38;04:48:00;2;1;EQUALIZACAO_4X_C20;2,038424;-0,25005;0;1,200146;1,200146;-1,200146;12,17439;24,591004;12,416613;2,461961;;;;;;;;;;;;
;;26/11/2022 03:17:26;7;DCH;60:53:38;04:50:00;2;1;EQUALIZACAO_4X_C20;2,038312;-0,25005;0;1,208469;1,208469;-1,208469;12,157426;24,591004;12,433578;2,478926;;;;;;;;;;;;
;;26/11/2022 03:19:26;7;DCH;60:55:38;04:52:00;2;1;EQUALIZACAO_4X_C20;2,03809;-0,25005;0;1,216816;1,216816;-1,216816;12,140414;24,591004;12,45059;2,495937;;;;;;;;;;;;
;;26/11/2022 03:21:26;7;DCH;60:57:38;04:54:00;2;1;EQUALIZACAO_4X_C20;2,037868;-0,250005;0;1,22514;1,22514;-1,22514;12,123449;24,591004;12,467555;2,512902;;;;;;;;;;;;
;;26/11/2022 03:23:26;7;DCH;60:59:38;04:56:00;2;1;EQUALIZACAO_4X_C20;2,037645;-0,250005;0;1,233477;1,233477;-1,233477;12,106461;24,591004;12,484543;2,52989;;;;;;;;;;;;
;;26/11/2022 03:25:26;7;DCH;61:01:38;04:58:00;2;1;EQUALIZACAO_4X_C20;2,037423;-0,25005;0;1,241817;1,241817;-1,241817;12,089466;24,591004;12,501537;2,546885;;;;;;;;;;;;
;;26/11/2022 03:27:26;7;DCH;61:03:38;05:00:00;2;1;EQUALIZACAO_4X_C20;2,0372;-0,25005;0;1,25015;1,25015;-1,25015;12,07249;24,591004;12,518514;2,563861;;;;;;;;;;;;
;;26/11/2022 03:29:26;7;DCH;61:05:38;05:02:00;2;1;EQUALIZACAO_4X_C20;2,036978;-0,250005;0;1,258484;1,258484;-1,258484;12,055514;24,591004;12,53549;2,580838;;;;;;;;;;;;
;;26/11/2022 03:31:26;7;DCH;61:07:38;05:04:00;2;1;EQUALIZACAO_4X_C20;2,036756;-0,25005;0;1,266817;1,266817;-1,266817;12,03854;24,591004;12,552464;2,597811;;;;;;;;;;;;
;;26/11/2022 03:33:26;7;DCH;61:09:38;05:06:00;2;1;EQUALIZACAO_4X_C20;2,036645;-0,250005;0;1,275152;1,275152;-1,275152;12,021564;24,591004;12,56944;2,614787;;;;;;;;;;;;
;;26/11/2022 03:35:26;7;DCH;61:11:38;05:08:00;2;1;EQUALIZACAO_4X_C20;2,036422;-0,25005;0;1,283486;1,283486;-1,283486;12,00459;24,591004;12,586414;2,631761;;;;;;;;;;;;
;;26/11/2022 03:37:26;7;DCH;61:13:38;05:10:00;2;1;EQUALIZACAO_4X_C20;2,0362;-0,25005;0;1,291814;1,291814;-1,291814;11,987634;24,591004;12,60337;2,648717;;;;;;;;;;;;
;;26/11/2022 03:39:26;7;DCH;61:15:38;05:12:00;2;1;EQUALIZACAO_4X_C20;2,035977;-0,25005;0;1,30016;1,30016;-1,30016;11,970639;24,591004;12,620364;2,665712;;;;;;;;;;;;
;;26/11/2022 03:41:26;7;DCH;61:17:38;05:14:00;2;1;EQUALIZACAO_4X_C20;2,035755;-0,25005;0;1,308485;1,308485;-1,308485;11,953692;24,591004;12,637312;2,682659;;;;;;;;;;;;
;;26/11/2022 03:43:26;7;DCH;61:19:38;05:16:00;2;1;EQUALIZACAO_4X_C20;2,035533;-0,25005;0;1,316822;1,316822;-1,316822;11,936721;24,591004;12,654283;2,699631;;;;;;;;;;;;
;;26/11/2022 03:45:26;7;DCH;61:21:38;05:18:00;2;1;EQUALIZACAO_4X_C20;2,035421;-0,25005;0;1,325163;1,325163;-1,325163;11,919743;24,591004;12,671261;2,716609;;;;;;;;;;;;
;;26/11/2022 03:47:26;7;DCH;61:23:38;05:20:00;2;1;EQUALIZACAO_4X_C20;2,035088;-0,250005;0;1,333486;1,333486;-1,333486;11,902802;24,591004;12,688201;2,733549;;;;;;;;;;;;
;;26/11/2022 03:49:26;7;DCH;61:25:38;05:22:00;2;1;EQUALIZACAO_4X_C20;2,034977;-0,25005;0;1,341833;1,341833;-1,341833;11,885817;24,591004;12,705187;2,750534;;;;;;;;;;;;
;;26/11/2022 03:51:26;7;DCH;61:27:38;05:24:00;2;1;EQUALIZACAO_4X_C20;2,034754;-0,25005;0;1,350163;1,350163;-1,350163;11,868867;24,591004;12,722137;2,767484;;;;;;;;;;;;
;;26/11/2022 03:53:26;7;DCH;61:29:38;05:25:59;2;1;EQUALIZACAO_4X_C20;2,034532;-0,25005;0;1,35848;1,35848;-1,35848;11,851943;24,591004;12,73906;2,784408;;;;;;;;;;;;
;;26/11/2022 03:55:26;7;DCH;61:31:38;05:27:59;2;1;EQUALIZACAO_4X_C20;2,03431;-0,25005;0;1,366817;1,366817;-1,366817;11,834984;24,591004;12,75602;2,801367;;;;;;;;;;;;
;;26/11/2022 03:57:26;7;DCH;61:33:38;05:30:00;2;1;EQUALIZACAO_4X_C20;2,034087;-0,250005;0;1,375155;1,375155;-1,375155;11,818023;24,591004;12,772981;2,818328;;;;;;;;;;;;
;;26/11/2022 03:59:26;7;DCH;61:35:38;05:32:00;2;1;EQUALIZACAO_4X_C20;2,033865;-0,250005;0;1,383498;1,383498;-1,383498;11,801052;24,591004;12,789951;2,835299;;;;;;;;;;;;
;;26/11/2022 04:01:26;7;DCH;61:37:38;05:34:00;2;1;EQUALIZACAO_4X_C20;2,033754;-0,250005;0;1,391821;1,391821;-1,391821;11,784126;24,591004;12,806878;2,852225;;;;;;;;;;;;
;;26/11/2022 04:03:26;7;DCH;61:39:38;05:36:00;2;1;EQUALIZACAO_4X_C20;2,033531;-0,250005;0;1,400161;1,400161;-1,400161;11,767164;24,591004;12,82384;2,869187;;;;;;;;;;;;
;;26/11/2022 04:05:26;7;DCH;61:41:38;05:38:00;2;1;EQUALIZACAO_4X_C20;2,033309;-0,25005;0;1,408491;1,408491;-1,408491;11,750226;24,591004;12,840777;2,886125;;;;;;;;;;;;
;;26/11/2022 04:07:26;7;DCH;61:43:38;05:39:59;2;1;EQUALIZACAO_4X_C20;2,033087;-0,250005;0;1,416823;1,416823;-1,416823;11,733286;24,591004;12,857718;2,903065;;;;;;;;;;;;
;;26/11/2022 04:09:26;7;DCH;61:45:38;05:42:00;2;1;EQUALIZACAO_4X_C20;2,032864;-0,25005;0;1,425164;1,425164;-1,425164;11,716329;24,591004;12,874675;2,920023;;;;;;;;;;;;
;;26/11/2022 04:11:26;7;DCH;61:47:38;05:44:00;2;1;EQUALIZACAO_4X_C20;2,032642;-0,250005;0;1,433506;1,433506;-1,433506;11,699373;24,591004;12,891631;2,936978;;;;;;;;;;;;
;;26/11/2022 04:13:26;7;DCH;61:49:38;05:46:00;2;1;EQUALIZACAO_4X_C20;2,032419;-0,25005;0;1,441832;1,441832;-1,441832;11,682449;24,591004;12,908554;2,953902;;;;;;;;;;;;
